summary_id,branch_id,summary_date,total_revenue,total_cost,total_profit,transaction_count
498,6,2026-04-29,13840.63,7197.13,6643.5,42
499,1,2026-04-30,9889.02,5142.29,4746.73,39
500,2,2026-04-30,12088.64,6286.09,5802.55,38
501,3,2026-04-30,10020.87,5210.85,4810.02,34
502,4,2026-04-30,7370.66,3832.74,3537.92,20
503,5,2026-04-30,12284.85,6388.12,5896.73,42
504,6,2026-04-30,12070.15,6276.48,5793.67,38
505,1,2026-05-01,11395.99,5925.91,5470.08,37
506,2,2026-05-01,11595.56,6029.69,5565.87,38
507,3,2026-05-01,11728.52,6098.83,5629.69,41
508,4,2026-05-01,6615.46,3440.04,3175.42,19
509,5,2026-05-01,4731.17,2460.21,2270.96,14
510,6,2026-05-01,13467.0,7002.84,6464.16,41
511,1,2026-05-02,9496.87,4938.37,4558.5,31
512,2,2026-05-02,5002.41,2601.25,2401.16,16
513,3,2026-05-02,11372.83,5913.87,5458.96,37
514,4,2026-05-02,10949.88,5693.94,5255.94,35
515,5,2026-05-02,9096.35,4730.1,4366.25,32
516,6,2026-05-02,8683.25,4515.29,4167.96,27
517,1,2026-05-03,12062.69,6272.6,5790.09,38
518,2,2026-05-03,11111.53,5778.0,5333.53,35
519,3,2026-05-03,5065.22,2633.91,2431.31,14
520,4,2026-05-03,7942.66,4130.18,3812.48,29
521,5,2026-05-03,4925.58,2561.3,2364.28,19
522,6,2026-05-03,11009.64,5725.01,5284.63,35
523,1,2026-05-04,5244.72,2727.25,2517.47,23
524,2,2026-05-04,12002.72,6241.41,5761.31,38
525,3,2026-05-04,4861.49,2527.97,2333.52,16
526,4,2026-05-04,6356.31,3305.28,3051.03,19
527,5,2026-05-04,10076.18,5239.61,4836.57,28
528,6,2026-05-04,7099.26,3691.62,3407.64,27
529,1,2026-05-05,5668.47,2947.6,2720.87,20
530,2,2026-05-05,4831.11,2512.18,2318.93,15
531,3,2026-05-05,8047.92,4184.92,3863.0,27
532,4,2026-05-05,10979.02,5709.09,5269.93,35
533,5,2026-05-05,7177.53,3732.32,3445.21,23
534,6,2026-05-05,7918.5,4117.62,3800.88,26
535,1,2026-05-06,11941.06,6209.35,5731.71,39
536,2,2026-05-06,10029.47,5215.32,4814.15,29
537,3,2026-05-06,9420.76,4898.8,4521.96,31
538,4,2026-05-06,10061.92,5232.2,4829.72,30
539,5,2026-05-06,7974.9,4146.95,3827.95,31
540,6,2026-05-06,6929.55,3603.37,3326.18,24
