event_id,branch_id,event_type,payload,received_at,status
169,1,TRANSACTION_SYNC,"{""transaction_id"":169,""branch_id"":1,""final_amount"":235.91,""payment_method"":""CARD""}",2026-02-07 18:54:05,PROCESSED
170,1,ALERT,"{""transaction_id"":170,""branch_id"":1,""final_amount"":575.32,""payment_method"":""CASH""}",2026-02-07 19:17:05,PROCESSED
171,1,TRANSACTION_SYNC,"{""transaction_id"":171,""branch_id"":1,""final_amount"":140.89,""payment_method"":""CASH""}",2026-02-07 16:44:02,PROCESSED
172,2,TRANSACTION_SYNC,"{""transaction_id"":172,""branch_id"":2,""final_amount"":301.19,""payment_method"":""CASH""}",2026-02-07 11:13:05,PROCESSED
173,2,TRANSACTION_SYNC,"{""transaction_id"":173,""branch_id"":2,""final_amount"":412.5,""payment_method"":""CASH""}",2026-02-07 14:00:02,PROCESSED
174,2,INVENTORY_UPDATE,"{""transaction_id"":174,""branch_id"":2,""final_amount"":413.46,""payment_method"":""CASH""}",2026-02-07 11:24:02,PROCESSED
175,2,TRANSACTION_SYNC,"{""transaction_id"":175,""branch_id"":2,""final_amount"":336.15,""payment_method"":""CASH""}",2026-02-07 17:06:01,PROCESSED
176,2,TRANSACTION_SYNC,"{""transaction_id"":176,""branch_id"":2,""final_amount"":85.16,""payment_method"":""CASH""}",2026-02-07 15:49:04,PROCESSED
177,2,TRANSACTION_SYNC,"{""transaction_id"":177,""branch_id"":2,""final_amount"":537.2,""payment_method"":""CASH""}",2026-02-07 18:38:04,PROCESSED
178,2,TRANSACTION_SYNC,"{""transaction_id"":178,""branch_id"":2,""final_amount"":169.22,""payment_method"":""CASH""}",2026-02-07 19:07:06,PROCESSED
179,2,TRANSACTION_SYNC,"{""transaction_id"":179,""branch_id"":2,""final_amount"":455.55,""payment_method"":""CARD""}",2026-02-07 12:36:03,PROCESSED
180,2,TRANSACTION_SYNC,"{""transaction_id"":180,""branch_id"":2,""final_amount"":480.07,""payment_method"":""CASH""}",2026-02-07 16:53:01,PROCESSED
181,2,TRANSACTION_SYNC,"{""transaction_id"":181,""branch_id"":2,""final_amount"":551.16,""payment_method"":""CASH""}",2026-02-07 10:24:07,PROCESSED
182,2,TRANSACTION_SYNC,"{""transaction_id"":182,""branch_id"":2,""final_amount"":300.36,""payment_method"":""CASH""}",2026-02-07 13:51:01,PROCESSED
183,2,TRANSACTION_SYNC,"{""transaction_id"":183,""branch_id"":2,""final_amount"":77.54,""payment_method"":""CARD""}",2026-02-07 11:14:04,PROCESSED
184,2,TRANSACTION_SYNC,"{""transaction_id"":184,""branch_id"":2,""final_amount"":69.36,""payment_method"":""CASH""}",2026-02-07 17:50:05,RECEIVED
185,2,TRANSACTION_SYNC,"{""transaction_id"":185,""branch_id"":2,""final_amount"":327.96,""payment_method"":""CARD""}",2026-02-07 16:08:07,RECEIVED
186,2,TRANSACTION_SYNC,"{""transaction_id"":186,""branch_id"":2,""final_amount"":105.25,""payment_method"":""CASH""}",2026-02-07 20:24:07,PROCESSED
187,2,TRANSACTION_SYNC,"{""transaction_id"":187,""branch_id"":2,""final_amount"":65.68,""payment_method"":""CASH""}",2026-02-07 19:34:07,PROCESSED
188,2,TRANSACTION_SYNC,"{""transaction_id"":188,""branch_id"":2,""final_amount"":267.98,""payment_method"":""CASH""}",2026-02-07 10:28:09,PROCESSED
189,2,TRANSACTION_SYNC,"{""transaction_id"":189,""branch_id"":2,""final_amount"":303.53,""payment_method"":""CASH""}",2026-02-07 19:24:01,PROCESSED
190,2,INVENTORY_UPDATE,"{""transaction_id"":190,""branch_id"":2,""final_amount"":110.07,""payment_method"":""CASH""}",2026-02-07 20:42:08,PROCESSED
191,2,TRANSACTION_SYNC,"{""transaction_id"":191,""branch_id"":2,""final_amount"":384.47,""payment_method"":""CARD""}",2026-02-07 09:48:07,PROCESSED
192,2,TRANSACTION_SYNC,"{""transaction_id"":192,""branch_id"":2,""final_amount"":252.04,""payment_method"":""WALLET""}",2026-02-07 11:00:07,PROCESSED
193,2,TRANSACTION_SYNC,"{""transaction_id"":193,""branch_id"":2,""final_amount"":335.92,""payment_method"":""CASH""}",2026-02-07 16:18:03,PROCESSED
194,2,INVENTORY_UPDATE,"{""transaction_id"":194,""branch_id"":2,""final_amount"":228.5,""payment_method"":""WALLET""}",2026-02-07 11:59:02,PROCESSED
195,2,INVENTORY_UPDATE,"{""transaction_id"":195,""branch_id"":2,""final_amount"":64.84,""payment_method"":""CASH""}",2026-02-07 20:20:03,PROCESSED
196,2,TRANSACTION_SYNC,"{""transaction_id"":196,""branch_id"":2,""final_amount"":294.01,""payment_method"":""CASH""}",2026-02-07 13:58:02,PROCESSED
197,2,ALERT,"{""transaction_id"":197,""branch_id"":2,""final_amount"":217.27,""payment_method"":""CARD""}",2026-02-07 18:37:09,FAILED
198,2,INVENTORY_UPDATE,"{""transaction_id"":198,""branch_id"":2,""final_amount"":44.4,""payment_method"":""CARD""}",2026-02-07 11:13:09,PROCESSED
199,2,ALERT,"{""transaction_id"":199,""branch_id"":2,""final_amount"":415.99,""payment_method"":""CASH""}",2026-02-07 10:28:08,PROCESSED
200,2,TRANSACTION_SYNC,"{""transaction_id"":200,""branch_id"":2,""final_amount"":57.0,""payment_method"":""CASH""}",2026-02-07 12:16:06,PROCESSED
201,2,TRANSACTION_SYNC,"{""transaction_id"":201,""branch_id"":2,""final_amount"":394.84,""payment_method"":""CASH""}",2026-02-07 21:12:01,PROCESSED
202,2,TRANSACTION_SYNC,"{""transaction_id"":202,""branch_id"":2,""final_amount"":282.29,""payment_method"":""CASH""}",2026-02-07 19:59:06,PROCESSED
203,2,INVENTORY_UPDATE,"{""transaction_id"":203,""branch_id"":2,""final_amount"":414.09,""payment_method"":""CARD""}",2026-02-07 09:00:06,PROCESSED
204,2,ALERT,"{""transaction_id"":204,""branch_id"":2,""final_amount"":276.1,""payment_method"":""CASH""}",2026-02-07 21:24:02,PROCESSED
205,3,TRANSACTION_SYNC,"{""transaction_id"":205,""branch_id"":3,""final_amount"":525.93,""payment_method"":""CASH""}",2026-02-07 18:57:03,PROCESSED
206,3,TRANSACTION_SYNC,"{""transaction_id"":206,""branch_id"":3,""final_amount"":464.54,""payment_method"":""CASH""}",2026-02-07 14:44:07,PROCESSED
207,3,TRANSACTION_SYNC,"{""transaction_id"":207,""branch_id"":3,""final_amount"":535.73,""payment_method"":""CARD""}",2026-02-07 09:18:05,PROCESSED
208,3,TRANSACTION_SYNC,"{""transaction_id"":208,""branch_id"":3,""final_amount"":299.9,""payment_method"":""CARD""}",2026-02-07 13:32:06,PROCESSED
209,3,TRANSACTION_SYNC,"{""transaction_id"":209,""branch_id"":3,""final_amount"":517.71,""payment_method"":""CASH""}",2026-02-07 14:43:06,PROCESSED
210,3,INVENTORY_UPDATE,"{""transaction_id"":210,""branch_id"":3,""final_amount"":194.14,""payment_method"":""CASH""}",2026-02-07 10:13:08,PROCESSED
211,3,TRANSACTION_SYNC,"{""transaction_id"":211,""branch_id"":3,""final_amount"":424.43,""payment_method"":""CARD""}",2026-02-07 13:56:03,PROCESSED
212,3,TRANSACTION_SYNC,"{""transaction_id"":212,""branch_id"":3,""final_amount"":521.78,""payment_method"":""CARD""}",2026-02-07 09:04:04,PROCESSED
213,3,TRANSACTION_SYNC,"{""transaction_id"":213,""branch_id"":3,""final_amount"":214.98,""payment_method"":""CASH""}",2026-02-07 19:47:02,PROCESSED
214,3,TRANSACTION_SYNC,"{""transaction_id"":214,""branch_id"":3,""final_amount"":430.98,""payment_method"":""CASH""}",2026-02-07 13:52:05,PROCESSED
215,3,TRANSACTION_SYNC,"{""transaction_id"":215,""branch_id"":3,""final_amount"":524.34,""payment_method"":""WALLET""}",2026-02-07 15:16:09,PROCESSED
216,3,INVENTORY_UPDATE,"{""transaction_id"":216,""branch_id"":3,""final_amount"":201.04,""payment_method"":""WALLET""}",2026-02-07 10:20:04,PROCESSED
217,3,TRANSACTION_SYNC,"{""transaction_id"":217,""branch_id"":3,""final_amount"":359.09,""payment_method"":""CASH""}",2026-02-07 11:13:03,PROCESSED
218,3,INVENTORY_UPDATE,"{""transaction_id"":218,""branch_id"":3,""final_amount"":363.04,""payment_method"":""CASH""}",2026-02-07 16:16:07,PROCESSED
219,3,TRANSACTION_SYNC,"{""transaction_id"":219,""branch_id"":3,""final_amount"":139.8,""payment_method"":""CARD""}",2026-02-07 18:17:03,PROCESSED
220,3,TRANSACTION_SYNC,"{""transaction_id"":220,""branch_id"":3,""final_amount"":536.94,""payment_method"":""CASH""}",2026-02-07 20:05:05,PROCESSED
221,3,TRANSACTION_SYNC,"{""transaction_id"":221,""branch_id"":3,""final_amount"":339.39,""payment_method"":""CASH""}",2026-02-07 15:11:07,PROCESSED
222,3,TRANSACTION_SYNC,"{""transaction_id"":222,""branch_id"":3,""final_amount"":338.06,""payment_method"":""CARD""}",2026-02-07 12:22:02,PROCESSED
223,3,TRANSACTION_SYNC,"{""transaction_id"":223,""branch_id"":3,""final_amount"":508.6,""payment_method"":""CASH""}",2026-02-07 16:19:09,PROCESSED
224,3,TRANSACTION_SYNC,"{""transaction_id"":224,""branch_id"":3,""final_amount"":290.43,""payment_method"":""CASH""}",2026-02-07 21:38:05,PROCESSED
225,3,TRANSACTION_SYNC,"{""transaction_id"":225,""branch_id"":3,""final_amount"":402.07,""payment_method"":""CASH""}",2026-02-07 20:59:05,PROCESSED
226,3,ALERT,"{""transaction_id"":226,""branch_id"":3,""final_amount"":524.63,""payment_method"":""CASH""}",2026-02-07 13:22:07,PROCESSED
227,3,INVENTORY_UPDATE,"{""transaction_id"":227,""branch_id"":3,""final_amount"":178.29,""payment_method"":""CASH""}",2026-02-07 15:43:01,PROCESSED
228,3,TRANSACTION_SYNC,"{""transaction_id"":228,""branch_id"":3,""final_amount"":466.52,""payment_method"":""CASH""}",2026-02-07 16:38:01,PROCESSED
229,3,TRANSACTION_SYNC,"{""transaction_id"":229,""branch_id"":3,""final_amount"":161.98,""payment_method"":""CASH""}",2026-02-07 19:53:03,PROCESSED
230,3,TRANSACTION_SYNC,"{""transaction_id"":230,""branch_id"":3,""final_amount"":49.66,""payment_method"":""CASH""}",2026-02-07 18:19:06,PROCESSED
231,3,INVENTORY_UPDATE,"{""transaction_id"":231,""branch_id"":3,""final_amount"":420.89,""payment_method"":""CASH""}",2026-02-07 10:07:04,PROCESSED
232,3,TRANSACTION_SYNC,"{""transaction_id"":232,""branch_id"":3,""final_amount"":128.27,""payment_method"":""CASH""}",2026-02-07 09:09:06,PROCESSED
233,3,TRANSACTION_SYNC,"{""transaction_id"":233,""branch_id"":3,""final_amount"":436.16,""payment_method"":""CASH""}",2026-02-07 21:48:02,PROCESSED
234,3,TRANSACTION_SYNC,"{""transaction_id"":234,""branch_id"":3,""final_amount"":239.19,""payment_method"":""CASH""}",2026-02-07 14:40:09,PROCESSED
235,3,TRANSACTION_SYNC,"{""transaction_id"":235,""branch_id"":3,""final_amount"":261.14,""payment_method"":""CASH""}",2026-02-07 17:05:02,RECEIVED
236,3,ALERT,"{""transaction_id"":236,""branch_id"":3,""final_amount"":397.19,""payment_method"":""CARD""}",2026-02-07 17:56:09,PROCESSED
237,3,TRANSACTION_SYNC,"{""transaction_id"":237,""branch_id"":3,""final_amount"":504.02,""payment_method"":""CASH""}",2026-02-07 16:22:07,PROCESSED
238,3,TRANSACTION_SYNC,"{""transaction_id"":238,""branch_id"":3,""final_amount"":244.64,""payment_method"":""CASH""}",2026-02-07 18:48:09,PROCESSED
239,3,TRANSACTION_SYNC,"{""transaction_id"":239,""branch_id"":3,""final_amount"":130.43,""payment_method"":""CASH""}",2026-02-07 18:42:08,PROCESSED
240,3,TRANSACTION_SYNC,"{""transaction_id"":240,""branch_id"":3,""final_amount"":311.07,""payment_method"":""CASH""}",2026-02-07 17:24:09,PROCESSED
241,3,TRANSACTION_SYNC,"{""transaction_id"":241,""branch_id"":3,""final_amount"":38.15,""payment_method"":""CASH""}",2026-02-07 18:00:05,PROCESSED
242,3,TRANSACTION_SYNC,"{""transaction_id"":242,""branch_id"":3,""final_amount"":272.45,""payment_method"":""CASH""}",2026-02-07 10:34:07,PROCESSED
243,4,TRANSACTION_SYNC,"{""transaction_id"":243,""branch_id"":4,""final_amount"":280.62,""payment_method"":""CASH""}",2026-02-07 11:42:01,PROCESSED
244,4,ALERT,"{""transaction_id"":244,""branch_id"":4,""final_amount"":479.1,""payment_method"":""CARD""}",2026-02-07 10:03:07,RECEIVED
245,4,INVENTORY_UPDATE,"{""transaction_id"":245,""branch_id"":4,""final_amount"":123.19,""payment_method"":""CASH""}",2026-02-07 20:57:06,PROCESSED
246,4,TRANSACTION_SYNC,"{""transaction_id"":246,""branch_id"":4,""final_amount"":356.04,""payment_method"":""CARD""}",2026-02-07 10:33:09,PROCESSED
247,4,TRANSACTION_SYNC,"{""transaction_id"":247,""branch_id"":4,""final_amount"":434.95,""payment_method"":""CASH""}",2026-02-07 14:40:05,PROCESSED
248,4,TRANSACTION_SYNC,"{""transaction_id"":248,""branch_id"":4,""final_amount"":256.22,""payment_method"":""CARD""}",2026-02-07 10:07:01,PROCESSED
249,4,TRANSACTION_SYNC,"{""transaction_id"":249,""branch_id"":4,""final_amount"":253.74,""payment_method"":""CARD""}",2026-02-07 21:54:03,PROCESSED
250,4,TRANSACTION_SYNC,"{""transaction_id"":250,""branch_id"":4,""final_amount"":253.28,""payment_method"":""CARD""}",2026-02-07 13:15:09,PROCESSED
251,4,TRANSACTION_SYNC,"{""transaction_id"":251,""branch_id"":4,""final_amount"":475.45,""payment_method"":""WALLET""}",2026-02-07 17:44:04,PROCESSED
252,4,INVENTORY_UPDATE,"{""transaction_id"":252,""branch_id"":4,""final_amount"":459.66,""payment_method"":""CASH""}",2026-02-07 09:59:02,PROCESSED
253,4,ALERT,"{""transaction_id"":253,""branch_id"":4,""final_amount"":117.38,""payment_method"":""CASH""}",2026-02-07 10:06:08,PROCESSED
254,4,TRANSACTION_SYNC,"{""transaction_id"":254,""branch_id"":4,""final_amount"":403.08,""payment_method"":""CARD""}",2026-02-07 19:35:03,PROCESSED
255,4,TRANSACTION_SYNC,"{""transaction_id"":255,""branch_id"":4,""final_amount"":526.94,""payment_method"":""CARD""}",2026-02-07 09:08:09,PROCESSED
256,4,TRANSACTION_SYNC,"{""transaction_id"":256,""branch_id"":4,""final_amount"":266.06,""payment_method"":""CASH""}",2026-02-07 11:34:08,RECEIVED
257,4,TRANSACTION_SYNC,"{""transaction_id"":257,""branch_id"":4,""final_amount"":254.95,""payment_method"":""CASH""}",2026-02-07 17:26:04,PROCESSED
258,4,ALERT,"{""transaction_id"":258,""branch_id"":4,""final_amount"":160.47,""payment_method"":""CARD""}",2026-02-07 12:47:08,PROCESSED
259,4,TRANSACTION_SYNC,"{""transaction_id"":259,""branch_id"":4,""final_amount"":335.2,""payment_method"":""CARD""}",2026-02-07 15:01:07,PROCESSED
260,4,INVENTORY_UPDATE,"{""transaction_id"":260,""branch_id"":4,""final_amount"":148.73,""payment_method"":""CASH""}",2026-02-07 17:20:06,PROCESSED
261,4,ALERT,"{""transaction_id"":261,""branch_id"":4,""final_amount"":210.72,""payment_method"":""CASH""}",2026-02-07 12:03:05,PROCESSED
262,4,TRANSACTION_SYNC,"{""transaction_id"":262,""branch_id"":4,""final_amount"":274.55,""payment_method"":""CASH""}",2026-02-07 15:23:09,PROCESSED
263,4,TRANSACTION_SYNC,"{""transaction_id"":263,""branch_id"":4,""final_amount"":481.15,""payment_method"":""CARD""}",2026-02-07 11:50:06,PROCESSED
264,4,TRANSACTION_SYNC,"{""transaction_id"":264,""branch_id"":4,""final_amount"":401.69,""payment_method"":""CARD""}",2026-02-07 13:06:09,PROCESSED
265,4,TRANSACTION_SYNC,"{""transaction_id"":265,""branch_id"":4,""final_amount"":409.56,""payment_method"":""CASH""}",2026-02-07 21:15:02,PROCESSED
266,4,TRANSACTION_SYNC,"{""transaction_id"":266,""branch_id"":4,""final_amount"":170.28,""payment_method"":""CASH""}",2026-02-07 16:09:08,PROCESSED
267,4,ALERT,"{""transaction_id"":267,""branch_id"":4,""final_amount"":144.4,""payment_method"":""CARD""}",2026-02-07 10:54:07,PROCESSED
268,4,TRANSACTION_SYNC,"{""transaction_id"":268,""branch_id"":4,""final_amount"":147.38,""payment_method"":""CASH""}",2026-02-07 11:21:01,PROCESSED
269,4,TRANSACTION_SYNC,"{""transaction_id"":269,""branch_id"":4,""final_amount"":40.82,""payment_method"":""CASH""}",2026-02-07 19:26:04,PROCESSED
270,4,TRANSACTION_SYNC,"{""transaction_id"":270,""branch_id"":4,""final_amount"":266.72,""payment_method"":""CASH""}",2026-02-07 10:08:02,PROCESSED
271,4,TRANSACTION_SYNC,"{""transaction_id"":271,""branch_id"":4,""final_amount"":60.78,""payment_method"":""CASH""}",2026-02-07 18:48:01,PROCESSED
272,4,TRANSACTION_SYNC,"{""transaction_id"":272,""branch_id"":4,""final_amount"":521.91,""payment_method"":""CASH""}",2026-02-07 12:15:09,PROCESSED
273,4,TRANSACTION_SYNC,"{""transaction_id"":273,""branch_id"":4,""final_amount"":50.93,""payment_method"":""CASH""}",2026-02-07 11:27:05,RECEIVED
274,4,TRANSACTION_SYNC,"{""transaction_id"":274,""branch_id"":4,""final_amount"":522.28,""payment_method"":""CASH""}",2026-02-07 19:18:01,PROCESSED
275,4,TRANSACTION_SYNC,"{""transaction_id"":275,""branch_id"":4,""final_amount"":60.46,""payment_method"":""CASH""}",2026-02-07 16:55:01,PROCESSED
276,4,TRANSACTION_SYNC,"{""transaction_id"":276,""branch_id"":4,""final_amount"":37.52,""payment_method"":""CARD""}",2026-02-07 14:45:03,PROCESSED
277,4,TRANSACTION_SYNC,"{""transaction_id"":277,""branch_id"":4,""final_amount"":440.53,""payment_method"":""CASH""}",2026-02-07 09:11:02,PROCESSED
278,5,TRANSACTION_SYNC,"{""transaction_id"":278,""branch_id"":5,""final_amount"":489.43,""payment_method"":""WALLET""}",2026-02-07 12:26:02,PROCESSED
279,5,INVENTORY_UPDATE,"{""transaction_id"":279,""branch_id"":5,""final_amount"":63.03,""payment_method"":""CARD""}",2026-02-07 16:53:07,PROCESSED
280,5,TRANSACTION_SYNC,"{""transaction_id"":280,""branch_id"":5,""final_amount"":336.85,""payment_method"":""CASH""}",2026-02-07 09:09:08,PROCESSED
281,5,INVENTORY_UPDATE,"{""transaction_id"":281,""branch_id"":5,""final_amount"":499.07,""payment_method"":""CASH""}",2026-02-07 12:25:02,PROCESSED
282,5,TRANSACTION_SYNC,"{""transaction_id"":282,""branch_id"":5,""final_amount"":485.27,""payment_method"":""CASH""}",2026-02-07 13:57:08,RECEIVED
283,5,TRANSACTION_SYNC,"{""transaction_id"":283,""branch_id"":5,""final_amount"":599.48,""payment_method"":""WALLET""}",2026-02-07 10:28:07,RECEIVED
284,5,INVENTORY_UPDATE,"{""transaction_id"":284,""branch_id"":5,""final_amount"":136.04,""payment_method"":""CASH""}",2026-02-07 20:42:02,PROCESSED
285,5,INVENTORY_UPDATE,"{""transaction_id"":285,""branch_id"":5,""final_amount"":491.25,""payment_method"":""CASH""}",2026-02-07 16:00:04,PROCESSED
286,5,TRANSACTION_SYNC,"{""transaction_id"":286,""branch_id"":5,""final_amount"":365.65,""payment_method"":""CARD""}",2026-02-07 09:06:09,PROCESSED
287,5,TRANSACTION_SYNC,"{""transaction_id"":287,""branch_id"":5,""final_amount"":188.6,""payment_method"":""WALLET""}",2026-02-07 12:18:04,PROCESSED
288,5,TRANSACTION_SYNC,"{""transaction_id"":288,""branch_id"":5,""final_amount"":428.97,""payment_method"":""CASH""}",2026-02-07 18:46:04,PROCESSED
289,5,TRANSACTION_SYNC,"{""transaction_id"":289,""branch_id"":5,""final_amount"":127.13,""payment_method"":""CARD""}",2026-02-07 17:09:08,PROCESSED
290,5,TRANSACTION_SYNC,"{""transaction_id"":290,""branch_id"":5,""final_amount"":235.65,""payment_method"":""CARD""}",2026-02-07 09:34:04,PROCESSED
291,5,TRANSACTION_SYNC,"{""transaction_id"":291,""branch_id"":5,""final_amount"":213.89,""payment_method"":""CASH""}",2026-02-07 10:52:02,PROCESSED
292,5,INVENTORY_UPDATE,"{""transaction_id"":292,""branch_id"":5,""final_amount"":279.07,""payment_method"":""WALLET""}",2026-02-07 12:53:06,PROCESSED
293,5,TRANSACTION_SYNC,"{""transaction_id"":293,""branch_id"":5,""final_amount"":123.42,""payment_method"":""CARD""}",2026-02-07 12:11:05,PROCESSED
294,5,INVENTORY_UPDATE,"{""transaction_id"":294,""branch_id"":5,""final_amount"":523.12,""payment_method"":""CASH""}",2026-02-07 09:41:09,PROCESSED
295,5,TRANSACTION_SYNC,"{""transaction_id"":295,""branch_id"":5,""final_amount"":353.71,""payment_method"":""CASH""}",2026-02-07 21:12:08,RECEIVED
296,5,TRANSACTION_SYNC,"{""transaction_id"":296,""branch_id"":5,""final_amount"":266.61,""payment_method"":""CASH""}",2026-02-07 14:05:07,PROCESSED
297,5,TRANSACTION_SYNC,"{""transaction_id"":297,""branch_id"":5,""final_amount"":500.47,""payment_method"":""CARD""}",2026-02-07 17:23:05,PROCESSED
298,5,INVENTORY_UPDATE,"{""transaction_id"":298,""branch_id"":5,""final_amount"":363.01,""payment_method"":""CARD""}",2026-02-07 12:03:02,PROCESSED
299,5,TRANSACTION_SYNC,"{""transaction_id"":299,""branch_id"":5,""final_amount"":367.78,""payment_method"":""CASH""}",2026-02-07 18:35:04,PROCESSED
300,5,TRANSACTION_SYNC,"{""transaction_id"":300,""branch_id"":5,""final_amount"":377.74,""payment_method"":""CARD""}",2026-02-07 17:51:03,PROCESSED
301,5,TRANSACTION_SYNC,"{""transaction_id"":301,""branch_id"":5,""final_amount"":192.64,""payment_method"":""CASH""}",2026-02-07 14:43:06,PROCESSED
302,5,TRANSACTION_SYNC,"{""transaction_id"":302,""branch_id"":5,""final_amount"":368.27,""payment_method"":""CASH""}",2026-02-07 15:03:06,PROCESSED
303,5,TRANSACTION_SYNC,"{""transaction_id"":303,""branch_id"":5,""final_amount"":175.96,""payment_method"":""CASH""}",2026-02-07 12:26:05,PROCESSED
304,5,INVENTORY_UPDATE,"{""transaction_id"":304,""branch_id"":5,""final_amount"":377.04,""payment_method"":""CARD""}",2026-02-07 15:56:01,RECEIVED
305,5,TRANSACTION_SYNC,"{""transaction_id"":305,""branch_id"":5,""final_amount"":574.97,""payment_method"":""CARD""}",2026-02-07 11:12:04,PROCESSED
306,5,TRANSACTION_SYNC,"{""transaction_id"":306,""branch_id"":5,""final_amount"":517.75,""payment_method"":""CASH""}",2026-02-07 17:44:04,PROCESSED
307,5,TRANSACTION_SYNC,"{""transaction_id"":307,""branch_id"":5,""final_amount"":286.92,""payment_method"":""CARD""}",2026-02-07 13:06:06,PROCESSED
308,5,TRANSACTION_SYNC,"{""transaction_id"":308,""branch_id"":5,""final_amount"":250.72,""payment_method"":""CARD""}",2026-02-07 20:28:05,PROCESSED
309,5,TRANSACTION_SYNC,"{""transaction_id"":309,""branch_id"":5,""final_amount"":87.98,""payment_method"":""CASH""}",2026-02-07 17:48:02,PROCESSED
310,5,TRANSACTION_SYNC,"{""transaction_id"":310,""branch_id"":5,""final_amount"":216.21,""payment_method"":""WALLET""}",2026-02-07 19:13:06,PROCESSED
311,5,TRANSACTION_SYNC,"{""transaction_id"":311,""branch_id"":5,""final_amount"":238.32,""payment_method"":""CARD""}",2026-02-07 14:20:06,PROCESSED
312,5,TRANSACTION_SYNC,"{""transaction_id"":312,""branch_id"":5,""final_amount"":518.11,""payment_method"":""CASH""}",2026-02-07 15:50:03,PROCESSED
313,5,TRANSACTION_SYNC,"{""transaction_id"":313,""branch_id"":5,""final_amount"":210.63,""payment_method"":""CASH""}",2026-02-07 09:17:05,PROCESSED
314,5,INVENTORY_UPDATE,"{""transaction_id"":314,""branch_id"":5,""final_amount"":143.08,""payment_method"":""CASH""}",2026-02-07 14:11:03,PROCESSED
315,5,TRANSACTION_SYNC,"{""transaction_id"":315,""branch_id"":5,""final_amount"":314.15,""payment_method"":""CASH""}",2026-02-07 15:52:06,PROCESSED
316,5,TRANSACTION_SYNC,"{""transaction_id"":316,""branch_id"":5,""final_amount"":133.78,""payment_method"":""CASH""}",2026-02-07 17:48:08,PROCESSED
317,5,TRANSACTION_SYNC,"{""transaction_id"":317,""branch_id"":5,""final_amount"":330.18,""payment_method"":""CARD""}",2026-02-07 21:52:09,PROCESSED
318,6,TRANSACTION_SYNC,"{""transaction_id"":318,""branch_id"":6,""final_amount"":263.98,""payment_method"":""CASH""}",2026-02-07 21:33:09,PROCESSED
319,6,TRANSACTION_SYNC,"{""transaction_id"":319,""branch_id"":6,""final_amount"":139.44,""payment_method"":""CASH""}",2026-02-07 16:41:08,PROCESSED
320,6,TRANSACTION_SYNC,"{""transaction_id"":320,""branch_id"":6,""final_amount"":177.17,""payment_method"":""CASH""}",2026-02-07 09:17:06,PROCESSED
321,6,TRANSACTION_SYNC,"{""transaction_id"":321,""branch_id"":6,""final_amount"":94.44,""payment_method"":""WALLET""}",2026-02-07 20:10:09,PROCESSED
322,6,TRANSACTION_SYNC,"{""transaction_id"":322,""branch_id"":6,""final_amount"":478.74,""payment_method"":""CASH""}",2026-02-07 17:58:08,PROCESSED
323,6,ALERT,"{""transaction_id"":323,""branch_id"":6,""final_amount"":552.25,""payment_method"":""CASH""}",2026-02-07 21:09:01,PROCESSED
324,6,TRANSACTION_SYNC,"{""transaction_id"":324,""branch_id"":6,""final_amount"":86.66,""payment_method"":""CASH""}",2026-02-07 19:19:02,PROCESSED
325,6,TRANSACTION_SYNC,"{""transaction_id"":325,""branch_id"":6,""final_amount"":53.63,""payment_method"":""CASH""}",2026-02-07 11:41:09,PROCESSED
326,6,TRANSACTION_SYNC,"{""transaction_id"":326,""branch_id"":6,""final_amount"":401.86,""payment_method"":""CASH""}",2026-02-07 13:36:05,PROCESSED
327,6,TRANSACTION_SYNC,"{""transaction_id"":327,""branch_id"":6,""final_amount"":463.28,""payment_method"":""CARD""}",2026-02-07 17:50:01,PROCESSED
328,6,TRANSACTION_SYNC,"{""transaction_id"":328,""branch_id"":6,""final_amount"":418.13,""payment_method"":""CASH""}",2026-02-07 17:59:03,PROCESSED
329,6,INVENTORY_UPDATE,"{""transaction_id"":329,""branch_id"":6,""final_amount"":345.04,""payment_method"":""CARD""}",2026-02-07 16:44:05,PROCESSED
330,6,TRANSACTION_SYNC,"{""transaction_id"":330,""branch_id"":6,""final_amount"":464.49,""payment_method"":""CASH""}",2026-02-07 09:53:02,PROCESSED
331,6,TRANSACTION_SYNC,"{""transaction_id"":331,""branch_id"":6,""final_amount"":476.73,""payment_method"":""CARD""}",2026-02-07 18:28:05,PROCESSED
332,6,TRANSACTION_SYNC,"{""transaction_id"":332,""branch_id"":6,""final_amount"":66.01,""payment_method"":""CASH""}",2026-02-07 18:34:05,PROCESSED
333,6,TRANSACTION_SYNC,"{""transaction_id"":333,""branch_id"":6,""final_amount"":176.34,""payment_method"":""CARD""}",2026-02-07 14:24:07,PROCESSED
334,6,TRANSACTION_SYNC,"{""transaction_id"":334,""branch_id"":6,""final_amount"":393.84,""payment_method"":""CASH""}",2026-02-07 09:03:04,PROCESSED
335,6,TRANSACTION_SYNC,"{""transaction_id"":335,""branch_id"":6,""final_amount"":378.86,""payment_method"":""CARD""}",2026-02-07 16:40:03,PROCESSED
336,6,TRANSACTION_SYNC,"{""transaction_id"":336,""branch_id"":6,""final_amount"":145.98,""payment_method"":""CASH""}",2026-02-07 10:14:06,PROCESSED
337,6,TRANSACTION_SYNC,"{""transaction_id"":337,""branch_id"":6,""final_amount"":299.75,""payment_method"":""CASH""}",2026-02-07 14:30:02,PROCESSED
