analytics_id,branch_id,product_id,month,total_sold,total_revenue,total_cost,profit,classification
390,1,30,2026-03-03,319,8294.0,4466.0,3828.0,FAST_MOVER
391,1,31,2026-03-03,164,8528.0,4592.0,3936.0,FAST_MOVER
392,1,32,2026-03-03,59,3304.0,1770.0,1534.0,NORMAL
393,1,33,2026-03-03,88,748.0,396.0,352.0,NORMAL
394,1,34,2026-03-03,61,1159.0,610.0,549.0,NORMAL
395,1,35,2026-03-03,53,2756.0,1484.0,1272.0,NORMAL
396,1,36,2026-03-03,22,484.0,264.0,220.0,NORMAL
397,1,37,2026-03-03,64,768.0,416.0,352.0,NORMAL
398,1,38,2026-03-03,10,750.0,400.0,350.0,SLOW_MOVER
399,1,39,2026-03-03,30,780.0,420.0,360.0,NORMAL
400,1,40,2026-03-03,24,672.0,360.0,312.0,NORMAL
401,1,41,2026-03-03,76,11780.0,6460.0,5320.0,NORMAL
402,1,42,2026-03-03,63,8190.0,4410.0,3780.0,NORMAL
403,1,43,2026-03-03,90,3060.0,1620.0,1440.0,NORMAL
404,1,44,2026-03-03,73,3066.0,1606.0,1460.0,NORMAL
405,1,45,2026-03-03,55,1430.0,770.0,660.0,NORMAL
406,1,46,2026-03-03,82,1804.0,984.0,820.0,NORMAL
407,1,47,2026-03-03,23,1955.0,1035.0,920.0,NORMAL
408,1,48,2026-03-03,47,3384.0,1786.0,1598.0,NORMAL
409,1,49,2026-03-03,28,784.0,420.0,364.0,NORMAL
410,1,50,2026-03-03,8,920.0,480.0,440.0,SLOW_MOVER
411,1,51,2026-03-03,24,1248.0,672.0,576.0,NORMAL
412,1,52,2026-03-03,42,4200.0,2310.0,1890.0,NORMAL
413,1,53,2026-03-03,88,3696.0,1936.0,1760.0,NORMAL
414,1,54,2026-03-03,7,182.0,98.0,84.0,SLOW_MOVER
415,1,55,2026-03-03,12,780.0,420.0,360.0,SLOW_MOVER
416,1,56,2026-03-03,191,3247.0,1719.0,1528.0,FAST_MOVER
417,1,57,2026-03-03,360,3420.0,1800.0,1620.0,FAST_MOVER
418,1,58,2026-03-03,39,858.0,468.0,390.0,NORMAL
419,1,59,2026-03-03,86,12470.0,6880.0,5590.0,NORMAL
420,1,60,2026-03-03,13,1430.0,780.0,650.0,SLOW_MOVER
421,2,1,2026-03-03,86,1505.0,774.0,731.0,NORMAL
422,2,2,2026-03-03,76,1254.0,646.0,608.0,NORMAL
423,2,3,2026-03-03,83,1162.0,622.5,539.5,NORMAL
424,2,4,2026-03-03,94,3290.0,1692.0,1598.0,NORMAL
425,2,5,2026-03-03,31,2945.0,1705.0,1240.0,NORMAL
426,2,6,2026-03-03,48,1056.0,576.0,480.0,NORMAL
427,2,7,2026-03-03,76,3192.0,1672.0,1520.0,NORMAL
428,2,8,2026-03-03,87,4524.0,2436.0,2088.0,NORMAL
429,2,9,2026-03-03,268,1474.0,750.4,723.6,FAST_MOVER
430,2,10,2026-03-03,204,714.0,367.2,346.8,FAST_MOVER
431,2,11,2026-03-03,86,1677.0,860.0,817.0,NORMAL
432,2,12,2026-03-03,383,6511.0,3447.0,3064.0,FAST_MOVER
433,2,13,2026-03-03,251,4267.0,2259.0,2008.0,FAST_MOVER
434,2,14,2026-03-03,59,560.5,295.0,265.5,NORMAL
435,2,15,2026-03-03,68,8160.0,4420.0,3740.0,NORMAL
436,2,16,2026-03-03,98,4704.0,2450.0,2254.0,NORMAL
437,2,17,2026-03-03,46,1610.0,828.0,782.0,NORMAL
438,2,18,2026-03-03,58,696.0,377.0,319.0,NORMAL
439,2,19,2026-03-03,192,2592.0,1344.0,1248.0,FAST_MOVER
440,2,20,2026-03-03,10,420.0,220.0,200.0,SLOW_MOVER
441,2,21,2026-03-03,388,4074.0,2134.0,1940.0,FAST_MOVER
442,2,22,2026-03-03,54,1026.0,540.0,486.0,NORMAL
443,2,23,2026-03-03,93,1860.0,976.5,883.5,NORMAL
444,2,24,2026-03-03,83,1577.0,830.0,747.0,NORMAL
445,2,25,2026-03-03,45,1125.0,585.0,540.0,NORMAL
446,2,26,2026-03-03,8,280.0,144.0,136.0,SLOW_MOVER
447,2,27,2026-03-03,394,17730.0,9456.0,8274.0,FAST_MOVER
448,2,28,2026-03-03,178,2492.0,1335.0,1157.0,FAST_MOVER
449,2,29,2026-03-03,377,5278.0,2827.5,2450.5,FAST_MOVER
450,2,30,2026-03-03,122,3172.0,1708.0,1464.0,FAST_MOVER
451,2,31,2026-03-03,313,16276.0,8764.0,7512.0,FAST_MOVER
452,2,32,2026-03-03,23,1288.0,690.0,598.0,NORMAL
453,2,33,2026-03-03,88,748.0,396.0,352.0,NORMAL
454,2,34,2026-03-03,25,475.0,250.0,225.0,NORMAL
455,2,35,2026-03-03,86,4472.0,2408.0,2064.0,NORMAL
456,2,36,2026-03-03,71,1562.0,852.0,710.0,NORMAL
457,2,37,2026-03-03,89,1068.0,578.5,489.5,NORMAL
458,2,38,2026-03-03,14,1050.0,560.0,490.0,SLOW_MOVER
459,2,39,2026-03-03,92,2392.0,1288.0,1104.0,NORMAL
460,2,40,2026-03-03,35,980.0,525.0,455.0,NORMAL
461,2,41,2026-03-03,82,12710.0,6970.0,5740.0,NORMAL
462,2,42,2026-03-03,31,4030.0,2170.0,1860.0,NORMAL
463,2,43,2026-03-03,41,1394.0,738.0,656.0,NORMAL
464,2,44,2026-03-03,28,1176.0,616.0,560.0,NORMAL
465,2,45,2026-03-03,88,2288.0,1232.0,1056.0,NORMAL
466,2,46,2026-03-03,78,1716.0,936.0,780.0,NORMAL
467,2,47,2026-03-03,72,6120.0,3240.0,2880.0,NORMAL
468,2,48,2026-03-03,71,5112.0,2698.0,2414.0,NORMAL
469,2,49,2026-03-03,54,1512.0,810.0,702.0,NORMAL
470,2,50,2026-03-03,5,575.0,300.0,275.0,SLOW_MOVER
471,2,51,2026-03-03,80,4160.0,2240.0,1920.0,NORMAL
472,2,52,2026-03-03,83,8300.0,4565.0,3735.0,NORMAL
473,2,53,2026-03-03,36,1512.0,792.0,720.0,NORMAL
474,2,54,2026-03-03,7,182.0,98.0,84.0,SLOW_MOVER
475,2,55,2026-03-03,8,520.0,280.0,240.0,SLOW_MOVER
476,2,56,2026-03-03,363,6171.0,3267.0,2904.0,FAST_MOVER
477,2,57,2026-03-03,388,3686.0,1940.0,1746.0,FAST_MOVER
478,2,58,2026-03-03,60,1320.0,720.0,600.0,NORMAL
479,2,59,2026-03-03,33,4785.0,2640.0,2145.0,NORMAL
480,2,60,2026-03-03,5,550.0,300.0,250.0,SLOW_MOVER
481,3,1,2026-03-03,73,1277.5,657.0,620.5,NORMAL
482,3,2,2026-03-03,99,1633.5,841.5,792.0,NORMAL
483,3,3,2026-03-03,23,322.0,172.5,149.5,NORMAL
484,3,4,2026-03-03,53,1855.0,954.0,901.0,NORMAL
485,3,5,2026-03-03,36,3420.0,1980.0,1440.0,NORMAL
486,3,6,2026-03-03,22,484.0,264.0,220.0,NORMAL
487,3,7,2026-03-03,24,1008.0,528.0,480.0,NORMAL
488,3,8,2026-03-03,44,2288.0,1232.0,1056.0,NORMAL
489,3,9,2026-03-03,199,1094.5,557.2,537.3,FAST_MOVER
490,3,10,2026-03-03,236,826.0,424.8,401.2,FAST_MOVER
491,3,11,2026-03-03,21,409.5,210.0,199.5,NORMAL
492,3,12,2026-03-03,265,4505.0,2385.0,2120.0,FAST_MOVER
493,3,13,2026-03-03,284,4828.0,2556.0,2272.0,FAST_MOVER
494,3,14,2026-03-03,65,617.5,325.0,292.5,NORMAL
495,3,15,2026-03-03,51,6120.0,3315.0,2805.0,NORMAL
496,3,16,2026-03-03,99,4752.0,2475.0,2277.0,NORMAL
497,3,17,2026-03-03,83,2905.0,1494.0,1411.0,NORMAL
498,3,18,2026-03-03,33,396.0,214.5,181.5,NORMAL
499,3,19,2026-03-03,375,5062.5,2625.0,2437.5,FAST_MOVER
500,3,20,2026-03-03,13,546.0,286.0,260.0,SLOW_MOVER
501,3,21,2026-03-03,182,1911.0,1001.0,910.0,FAST_MOVER
502,3,22,2026-03-03,85,1615.0,850.0,765.0,NORMAL
503,3,23,2026-03-03,99,1980.0,1039.5,940.5,NORMAL
504,3,24,2026-03-03,52,988.0,520.0,468.0,NORMAL
505,3,25,2026-03-03,45,1125.0,585.0,540.0,NORMAL
506,3,26,2026-03-03,13,455.0,234.0,221.0,SLOW_MOVER
507,3,27,2026-03-03,391,17595.0,9384.0,8211.0,FAST_MOVER
508,3,28,2026-03-03,343,4802.0,2572.5,2229.5,FAST_MOVER
509,3,29,2026-03-03,131,1834.0,982.5,851.5,FAST_MOVER
510,3,30,2026-03-03,312,8112.0,4368.0,3744.0,FAST_MOVER
511,3,31,2026-03-03,331,17212.0,9268.0,7944.0,FAST_MOVER
512,3,32,2026-03-03,87,4872.0,2610.0,2262.0,NORMAL
513,3,33,2026-03-03,98,833.0,441.0,392.0,NORMAL
514,3,34,2026-03-03,40,760.0,400.0,360.0,NORMAL
515,3,35,2026-03-03,88,4576.0,2464.0,2112.0,NORMAL
516,3,36,2026-03-03,46,1012.0,552.0,460.0,NORMAL
517,3,37,2026-03-03,100,1200.0,650.0,550.0,NORMAL
518,3,38,2026-03-03,10,750.0,400.0,350.0,SLOW_MOVER
519,3,39,2026-03-03,47,1222.0,658.0,564.0,NORMAL
520,3,40,2026-03-03,87,2436.0,1305.0,1131.0,NORMAL
521,3,41,2026-03-03,47,7285.0,3995.0,3290.0,NORMAL
522,3,42,2026-03-03,89,11570.0,6230.0,5340.0,NORMAL
523,3,43,2026-03-03,98,3332.0,1764.0,1568.0,NORMAL
524,3,44,2026-03-03,95,3990.0,2090.0,1900.0,NORMAL
525,3,45,2026-03-03,37,962.0,518.0,444.0,NORMAL
526,3,46,2026-03-03,49,1078.0,588.0,490.0,NORMAL
527,3,47,2026-03-03,100,8500.0,4500.0,4000.0,NORMAL
528,3,48,2026-03-03,64,4608.0,2432.0,2176.0,NORMAL
529,3,49,2026-03-03,43,1204.0,645.0,559.0,NORMAL
530,3,50,2026-03-03,7,805.0,420.0,385.0,SLOW_MOVER
531,3,51,2026-03-03,97,5044.0,2716.0,2328.0,NORMAL
532,3,52,2026-03-03,60,6000.0,3300.0,2700.0,NORMAL
533,3,53,2026-03-03,44,1848.0,968.0,880.0,NORMAL
534,3,54,2026-03-03,5,130.0,70.0,60.0,SLOW_MOVER
535,3,55,2026-03-03,14,910.0,490.0,420.0,SLOW_MOVER
536,3,56,2026-03-03,219,3723.0,1971.0,1752.0,FAST_MOVER
537,3,57,2026-03-03,169,1605.5,845.0,760.5,FAST_MOVER
538,3,58,2026-03-03,37,814.0,444.0,370.0,NORMAL
539,3,59,2026-03-03,50,7250.0,4000.0,3250.0,NORMAL
540,3,60,2026-03-03,4,440.0,240.0,200.0,SLOW_MOVER
541,4,1,2026-03-03,31,542.5,279.0,263.5,NORMAL
542,4,2,2026-03-03,53,874.5,450.5,424.0,NORMAL
543,4,3,2026-03-03,69,966.0,517.5,448.5,NORMAL
544,4,4,2026-03-03,32,1120.0,576.0,544.0,NORMAL
545,4,5,2026-03-03,75,7125.0,4125.0,3000.0,NORMAL
546,4,6,2026-03-03,73,1606.0,876.0,730.0,NORMAL
547,4,7,2026-03-03,89,3738.0,1958.0,1780.0,NORMAL
548,4,8,2026-03-03,36,1872.0,1008.0,864.0,NORMAL
549,4,9,2026-03-03,222,1221.0,621.6,599.4,FAST_MOVER
550,4,10,2026-03-03,326,1141.0,586.8,554.2,FAST_MOVER
551,4,11,2026-03-03,100,1950.0,1000.0,950.0,NORMAL
552,4,12,2026-03-03,129,2193.0,1161.0,1032.0,FAST_MOVER
553,4,13,2026-03-03,169,2873.0,1521.0,1352.0,FAST_MOVER
554,4,14,2026-03-03,45,427.5,225.0,202.5,NORMAL
555,4,15,2026-03-03,92,11040.0,5980.0,5060.0,NORMAL
556,4,16,2026-03-03,65,3120.0,1625.0,1495.0,NORMAL
557,4,17,2026-03-03,66,2310.0,1188.0,1122.0,NORMAL
558,4,18,2026-03-03,34,408.0,221.0,187.0,NORMAL
559,4,19,2026-03-03,378,5103.0,2646.0,2457.0,FAST_MOVER
560,4,20,2026-03-03,12,504.0,264.0,240.0,SLOW_MOVER
561,4,21,2026-03-03,295,3097.5,1622.5,1475.0,FAST_MOVER
562,4,22,2026-03-03,84,1596.0,840.0,756.0,NORMAL
563,4,23,2026-03-03,44,880.0,462.0,418.0,NORMAL
564,4,24,2026-03-03,29,551.0,290.0,261.0,NORMAL
565,4,25,2026-03-03,81,2025.0,1053.0,972.0,NORMAL
566,4,26,2026-03-03,3,105.0,54.0,51.0,SLOW_MOVER
567,4,27,2026-03-03,132,5940.0,3168.0,2772.0,FAST_MOVER
568,4,28,2026-03-03,139,1946.0,1042.5,903.5,FAST_MOVER
569,4,29,2026-03-03,383,5362.0,2872.5,2489.5,FAST_MOVER
570,4,30,2026-03-03,366,9516.0,5124.0,4392.0,FAST_MOVER
571,4,31,2026-03-03,195,10140.0,5460.0,4680.0,FAST_MOVER
572,4,32,2026-03-03,44,2464.0,1320.0,1144.0,NORMAL
573,4,33,2026-03-03,43,365.5,193.5,172.0,NORMAL
574,4,34,2026-03-03,34,646.0,340.0,306.0,NORMAL
575,4,35,2026-03-03,46,2392.0,1288.0,1104.0,NORMAL
576,4,36,2026-03-03,42,924.0,504.0,420.0,NORMAL
577,4,37,2026-03-03,40,480.0,260.0,220.0,NORMAL
578,4,38,2026-03-03,6,450.0,240.0,210.0,SLOW_MOVER
579,4,39,2026-03-03,32,832.0,448.0,384.0,NORMAL
580,4,40,2026-03-03,94,2632.0,1410.0,1222.0,NORMAL
581,4,41,2026-03-03,27,4185.0,2295.0,1890.0,NORMAL
582,4,42,2026-03-03,37,4810.0,2590.0,2220.0,NORMAL
583,4,43,2026-03-03,79,2686.0,1422.0,1264.0,NORMAL
584,4,44,2026-03-03,29,1218.0,638.0,580.0,NORMAL
585,4,45,2026-03-03,32,832.0,448.0,384.0,NORMAL
586,4,46,2026-03-03,61,1342.0,732.0,610.0,NORMAL
587,4,47,2026-03-03,70,5950.0,3150.0,2800.0,NORMAL
588,4,48,2026-03-03,79,5688.0,3002.0,2686.0,NORMAL
589,4,49,2026-03-03,74,2072.0,1110.0,962.0,NORMAL
590,4,50,2026-03-03,10,1150.0,600.0,550.0,SLOW_MOVER
591,4,51,2026-03-03,65,3380.0,1820.0,1560.0,NORMAL
592,4,52,2026-03-03,75,7500.0,4125.0,3375.0,NORMAL
593,4,53,2026-03-03,46,1932.0,1012.0,920.0,NORMAL
594,4,54,2026-03-03,11,286.0,154.0,132.0,SLOW_MOVER
595,4,55,2026-03-03,7,455.0,245.0,210.0,SLOW_MOVER
596,4,56,2026-03-03,126,2142.0,1134.0,1008.0,FAST_MOVER
597,4,57,2026-03-03,140,1330.0,700.0,630.0,FAST_MOVER
598,4,58,2026-03-03,45,990.0,540.0,450.0,NORMAL
599,4,59,2026-03-03,43,6235.0,3440.0,2795.0,NORMAL
600,4,60,2026-03-03,8,880.0,480.0,400.0,SLOW_MOVER
601,5,1,2026-03-03,78,1365.0,702.0,663.0,NORMAL
602,5,2,2026-03-03,66,1089.0,561.0,528.0,NORMAL
603,5,3,2026-03-03,67,938.0,502.5,435.5,NORMAL
604,5,4,2026-03-03,71,2485.0,1278.0,1207.0,NORMAL
605,5,5,2026-03-03,44,4180.0,2420.0,1760.0,NORMAL
606,5,6,2026-03-03,97,2134.0,1164.0,970.0,NORMAL
607,5,7,2026-03-03,41,1722.0,902.0,820.0,NORMAL
608,5,8,2026-03-03,32,1664.0,896.0,768.0,NORMAL
609,5,9,2026-03-03,382,2101.0,1069.6,1031.4,FAST_MOVER
610,5,10,2026-03-03,127,444.5,228.6,215.9,FAST_MOVER
611,5,11,2026-03-03,61,1189.5,610.0,579.5,NORMAL
612,5,12,2026-03-03,163,2771.0,1467.0,1304.0,FAST_MOVER
613,5,13,2026-03-03,327,5559.0,2943.0,2616.0,FAST_MOVER
614,5,14,2026-03-03,92,874.0,460.0,414.0,NORMAL
615,5,15,2026-03-03,96,11520.0,6240.0,5280.0,NORMAL
616,5,16,2026-03-03,44,2112.0,1100.0,1012.0,NORMAL
617,5,17,2026-03-03,84,2940.0,1512.0,1428.0,NORMAL
618,5,18,2026-03-03,94,1128.0,611.0,517.0,NORMAL
619,5,19,2026-03-03,294,3969.0,2058.0,1911.0,FAST_MOVER
620,5,20,2026-03-03,14,588.0,308.0,280.0,SLOW_MOVER
621,5,21,2026-03-03,252,2646.0,1386.0,1260.0,FAST_MOVER
622,5,22,2026-03-03,55,1045.0,550.0,495.0,NORMAL
623,5,23,2026-03-03,34,680.0,357.0,323.0,NORMAL
624,5,24,2026-03-03,40,760.0,400.0,360.0,NORMAL
625,5,25,2026-03-03,71,1775.0,923.0,852.0,NORMAL
626,5,26,2026-03-03,4,140.0,72.0,68.0,SLOW_MOVER
627,5,27,2026-03-03,288,12960.0,6912.0,6048.0,FAST_MOVER
628,5,28,2026-03-03,395,5530.0,2962.5,2567.5,FAST_MOVER
629,5,29,2026-03-03,309,4326.0,2317.5,2008.5,FAST_MOVER
630,5,30,2026-03-03,341,8866.0,4774.0,4092.0,FAST_MOVER
631,5,31,2026-03-03,212,11024.0,5936.0,5088.0,FAST_MOVER
632,5,32,2026-03-03,71,3976.0,2130.0,1846.0,NORMAL
633,5,33,2026-03-03,46,391.0,207.0,184.0,NORMAL
634,5,34,2026-03-03,43,817.0,430.0,387.0,NORMAL
635,5,35,2026-03-03,29,1508.0,812.0,696.0,NORMAL
636,5,36,2026-03-03,63,1386.0,756.0,630.0,NORMAL
637,5,37,2026-03-03,58,696.0,377.0,319.0,NORMAL
638,5,38,2026-03-03,9,675.0,360.0,315.0,SLOW_MOVER
639,5,39,2026-03-03,32,832.0,448.0,384.0,NORMAL
640,5,40,2026-03-03,21,588.0,315.0,273.0,NORMAL
641,5,41,2026-03-03,65,10075.0,5525.0,4550.0,NORMAL
642,5,42,2026-03-03,99,12870.0,6930.0,5940.0,NORMAL
643,5,43,2026-03-03,26,884.0,468.0,416.0,NORMAL
644,5,44,2026-03-03,49,2058.0,1078.0,980.0,NORMAL
645,5,45,2026-03-03,54,1404.0,756.0,648.0,NORMAL
646,5,46,2026-03-03,58,1276.0,696.0,580.0,NORMAL
647,5,47,2026-03-03,63,5355.0,2835.0,2520.0,NORMAL
648,5,48,2026-03-03,47,3384.0,1786.0,1598.0,NORMAL
649,5,49,2026-03-03,71,1988.0,1065.0,923.0,NORMAL
650,5,50,2026-03-03,11,1265.0,660.0,605.0,SLOW_MOVER
651,5,51,2026-03-03,43,2236.0,1204.0,1032.0,NORMAL
652,5,52,2026-03-03,88,8800.0,4840.0,3960.0,NORMAL
653,5,53,2026-03-03,29,1218.0,638.0,580.0,NORMAL
654,5,54,2026-03-03,8,208.0,112.0,96.0,SLOW_MOVER
655,5,55,2026-03-03,10,650.0,350.0,300.0,SLOW_MOVER
656,5,56,2026-03-03,374,6358.0,3366.0,2992.0,FAST_MOVER
657,5,57,2026-03-03,229,2175.5,1145.0,1030.5,FAST_MOVER
658,5,58,2026-03-03,35,770.0,420.0,350.0,NORMAL
659,5,59,2026-03-03,70,10150.0,5600.0,4550.0,NORMAL
660,5,60,2026-03-03,11,1210.0,660.0,550.0,SLOW_MOVER
661,6,1,2026-03-03,22,385.0,198.0,187.0,NORMAL
662,6,2,2026-03-03,34,561.0,289.0,272.0,NORMAL
663,6,3,2026-03-03,98,1372.0,735.0,637.0,NORMAL
664,6,4,2026-03-03,33,1155.0,594.0,561.0,NORMAL
665,6,5,2026-03-03,50,4750.0,2750.0,2000.0,NORMAL
666,6,6,2026-03-03,52,1144.0,624.0,520.0,NORMAL
667,6,7,2026-03-03,76,3192.0,1672.0,1520.0,NORMAL
668,6,8,2026-03-03,71,3692.0,1988.0,1704.0,NORMAL
669,6,9,2026-03-03,378,2079.0,1058.4,1020.6,FAST_MOVER
670,6,10,2026-03-03,145,507.5,261.0,246.5,FAST_MOVER
671,6,11,2026-03-03,45,877.5,450.0,427.5,NORMAL
672,6,12,2026-03-03,312,5304.0,2808.0,2496.0,FAST_MOVER
673,6,13,2026-03-03,125,2125.0,1125.0,1000.0,FAST_MOVER
674,6,14,2026-03-03,32,304.0,160.0,144.0,NORMAL
675,6,15,2026-03-03,53,6360.0,3445.0,2915.0,NORMAL
676,6,16,2026-03-03,52,2496.0,1300.0,1196.0,NORMAL
677,6,17,2026-03-03,55,1925.0,990.0,935.0,NORMAL
678,6,18,2026-03-03,63,756.0,409.5,346.5,NORMAL
679,6,19,2026-03-03,396,5346.0,2772.0,2574.0,FAST_MOVER
680,6,20,2026-03-03,10,420.0,220.0,200.0,SLOW_MOVER
681,6,21,2026-03-03,332,3486.0,1826.0,1660.0,FAST_MOVER
682,6,22,2026-03-03,86,1634.0,860.0,774.0,NORMAL
683,6,23,2026-03-03,92,1840.0,966.0,874.0,NORMAL
684,6,24,2026-03-03,32,608.0,320.0,288.0,NORMAL
685,6,25,2026-03-03,76,1900.0,988.0,912.0,NORMAL
686,6,26,2026-03-03,14,490.0,252.0,238.0,SLOW_MOVER
687,6,27,2026-03-03,159,7155.0,3816.0,3339.0,FAST_MOVER
688,6,28,2026-03-03,143,2002.0,1072.5,929.5,FAST_MOVER
689,6,29,2026-03-03,317,4438.0,2377.5,2060.5,FAST_MOVER
690,6,30,2026-03-03,201,5226.0,2814.0,2412.0,FAST_MOVER
691,6,31,2026-03-03,317,16484.0,8876.0,7608.0,FAST_MOVER
692,6,32,2026-03-03,80,4480.0,2400.0,2080.0,NORMAL
693,6,33,2026-03-03,41,348.5,184.5,164.0,NORMAL
694,6,34,2026-03-03,83,1577.0,830.0,747.0,NORMAL
695,6,35,2026-03-03,89,4628.0,2492.0,2136.0,NORMAL
696,6,36,2026-03-03,98,2156.0,1176.0,980.0,NORMAL
697,6,37,2026-03-03,96,1152.0,624.0,528.0,NORMAL
698,6,38,2026-03-03,2,150.0,80.0,70.0,SLOW_MOVER
699,6,39,2026-03-03,74,1924.0,1036.0,888.0,NORMAL
700,6,40,2026-03-03,83,2324.0,1245.0,1079.0,NORMAL
701,6,41,2026-03-03,73,11315.0,6205.0,5110.0,NORMAL
702,6,42,2026-03-03,56,7280.0,3920.0,3360.0,NORMAL
703,6,43,2026-03-03,87,2958.0,1566.0,1392.0,NORMAL
704,6,44,2026-03-03,71,2982.0,1562.0,1420.0,NORMAL
705,6,45,2026-03-03,96,2496.0,1344.0,1152.0,NORMAL
706,6,46,2026-03-03,59,1298.0,708.0,590.0,NORMAL
707,6,47,2026-03-03,66,5610.0,2970.0,2640.0,NORMAL
708,6,48,2026-03-03,87,6264.0,3306.0,2958.0,NORMAL
709,6,49,2026-03-03,56,1568.0,840.0,728.0,NORMAL
710,6,50,2026-03-03,9,1035.0,540.0,495.0,SLOW_MOVER
711,6,51,2026-03-03,54,2808.0,1512.0,1296.0,NORMAL
712,6,52,2026-03-03,91,9100.0,5005.0,4095.0,NORMAL
713,6,53,2026-03-03,56,2352.0,1232.0,1120.0,NORMAL
714,6,54,2026-03-03,12,312.0,168.0,144.0,SLOW_MOVER
715,6,55,2026-03-03,13,845.0,455.0,390.0,SLOW_MOVER
716,6,56,2026-03-03,271,4607.0,2439.0,2168.0,FAST_MOVER
717,6,57,2026-03-03,133,1263.5,665.0,598.5,FAST_MOVER
718,6,58,2026-03-03,21,462.0,252.0,210.0,NORMAL
719,6,59,2026-03-03,51,7395.0,4080.0,3315.0,NORMAL
720,6,60,2026-03-03,11,1210.0,660.0,550.0,SLOW_MOVER
721,1,1,2026-04-02,25,437.5,225.0,212.5,NORMAL
722,1,2,2026-04-02,40,660.0,340.0,320.0,NORMAL
723,1,3,2026-04-02,72,1008.0,540.0,468.0,NORMAL
724,1,4,2026-04-02,69,2415.0,1242.0,1173.0,NORMAL
725,1,5,2026-04-02,26,2470.0,1430.0,1040.0,NORMAL
726,1,6,2026-04-02,60,1320.0,720.0,600.0,NORMAL
727,1,7,2026-04-02,70,2940.0,1540.0,1400.0,NORMAL
728,1,8,2026-04-02,26,1352.0,728.0,624.0,NORMAL
729,1,9,2026-04-02,283,1556.5,792.4,764.1,FAST_MOVER
730,1,10,2026-04-02,157,549.5,282.6,266.9,FAST_MOVER
731,1,11,2026-04-02,48,936.0,480.0,456.0,NORMAL
732,1,12,2026-04-02,339,5763.0,3051.0,2712.0,FAST_MOVER
733,1,13,2026-04-02,364,6188.0,3276.0,2912.0,FAST_MOVER
734,1,14,2026-04-02,52,494.0,260.0,234.0,NORMAL
735,1,15,2026-04-02,51,6120.0,3315.0,2805.0,NORMAL
736,1,16,2026-04-02,25,1200.0,625.0,575.0,NORMAL
737,1,17,2026-04-02,86,3010.0,1548.0,1462.0,NORMAL
738,1,18,2026-04-02,32,384.0,208.0,176.0,NORMAL
739,1,19,2026-04-02,359,4846.5,2513.0,2333.5,FAST_MOVER
740,1,20,2026-04-02,4,168.0,88.0,80.0,SLOW_MOVER
741,1,21,2026-04-02,245,2572.5,1347.5,1225.0,FAST_MOVER
742,1,22,2026-04-02,97,1843.0,970.0,873.0,NORMAL
743,1,23,2026-04-02,34,680.0,357.0,323.0,NORMAL
744,1,24,2026-04-02,26,494.0,260.0,234.0,NORMAL
745,1,25,2026-04-02,99,2475.0,1287.0,1188.0,NORMAL
746,1,26,2026-04-02,8,280.0,144.0,136.0,SLOW_MOVER
747,1,27,2026-04-02,353,15885.0,8472.0,7413.0,FAST_MOVER
748,1,28,2026-04-02,180,2520.0,1350.0,1170.0,FAST_MOVER
749,1,29,2026-04-02,224,3136.0,1680.0,1456.0,FAST_MOVER
750,1,30,2026-04-02,146,3796.0,2044.0,1752.0,FAST_MOVER
751,1,31,2026-04-02,302,15704.0,8456.0,7248.0,FAST_MOVER
752,1,32,2026-04-02,87,4872.0,2610.0,2262.0,NORMAL
753,1,33,2026-04-02,39,331.5,175.5,156.0,NORMAL
754,1,34,2026-04-02,35,665.0,350.0,315.0,NORMAL
755,1,35,2026-04-02,66,3432.0,1848.0,1584.0,NORMAL
756,1,36,2026-04-02,76,1672.0,912.0,760.0,NORMAL
757,1,37,2026-04-02,37,444.0,240.5,203.5,NORMAL
758,1,38,2026-04-02,12,900.0,480.0,420.0,SLOW_MOVER
759,1,39,2026-04-02,73,1898.0,1022.0,876.0,NORMAL
760,1,40,2026-04-02,78,2184.0,1170.0,1014.0,NORMAL
761,1,41,2026-04-02,96,14880.0,8160.0,6720.0,NORMAL
762,1,42,2026-04-02,53,6890.0,3710.0,3180.0,NORMAL
763,1,43,2026-04-02,94,3196.0,1692.0,1504.0,NORMAL
764,1,44,2026-04-02,73,3066.0,1606.0,1460.0,NORMAL
765,1,45,2026-04-02,66,1716.0,924.0,792.0,NORMAL
766,1,46,2026-04-02,87,1914.0,1044.0,870.0,NORMAL
767,1,47,2026-04-02,37,3145.0,1665.0,1480.0,NORMAL
768,1,48,2026-04-02,57,4104.0,2166.0,1938.0,NORMAL
769,1,49,2026-04-02,36,1008.0,540.0,468.0,NORMAL
770,1,50,2026-04-02,5,575.0,300.0,275.0,SLOW_MOVER
771,1,51,2026-04-02,81,4212.0,2268.0,1944.0,NORMAL
772,1,52,2026-04-02,34,3400.0,1870.0,1530.0,NORMAL
773,1,53,2026-04-02,84,3528.0,1848.0,1680.0,NORMAL
774,1,54,2026-04-02,6,156.0,84.0,72.0,SLOW_MOVER
775,1,55,2026-04-02,14,910.0,490.0,420.0,SLOW_MOVER
776,1,56,2026-04-02,379,6443.0,3411.0,3032.0,FAST_MOVER
777,1,57,2026-04-02,303,2878.5,1515.0,1363.5,FAST_MOVER
778,1,58,2026-04-02,55,1210.0,660.0,550.0,NORMAL
779,1,59,2026-04-02,54,7830.0,4320.0,3510.0,NORMAL
