transaction_id,branch_id,cashier_id,total_amount,discount_amount,final_amount,payment_method,status,transaction_at
4752,4,13,456.79,0.0,456.79,CASH,COMPLETED,2026-03-03 15:48:00
4753,4,12,594.27,0.0,594.27,CASH,COMPLETED,2026-03-03 15:38:00
4754,4,12,350.56,35.06,315.5,CASH,COMPLETED,2026-03-03 20:08:00
4755,4,12,118.74,0.0,118.74,WALLET,COMPLETED,2026-03-03 20:42:00
4756,4,12,78.32,7.83,70.49,CASH,COMPLETED,2026-03-03 12:20:00
4757,4,13,574.95,0.0,574.95,CASH,COMPLETED,2026-03-03 13:00:00
4758,4,12,400.33,0.0,400.33,CARD,COMPLETED,2026-03-03 10:09:00
4759,4,12,403.93,0.0,403.93,CASH,COMPLETED,2026-03-03 20:17:00
4760,4,13,276.49,0.0,276.49,CASH,COMPLETED,2026-03-03 18:39:00
4761,4,12,321.3,32.13,289.17,CASH,COMPLETED,2026-03-03 09:38:00
4762,4,13,412.57,20.63,391.94,WALLET,VOIDED,2026-03-03 11:45:00
4763,4,13,303.78,0.0,303.78,CARD,COMPLETED,2026-03-03 21:25:00
4764,4,13,577.73,0.0,577.73,WALLET,COMPLETED,2026-03-03 11:45:00
4765,4,12,587.26,0.0,587.26,CARD,COMPLETED,2026-03-03 09:18:00
4766,4,13,409.87,0.0,409.87,CARD,COMPLETED,2026-03-03 20:36:00
4767,4,13,428.92,21.45,407.47,CARD,COMPLETED,2026-03-03 11:47:00
4768,4,12,82.07,4.1,77.97,CASH,COMPLETED,2026-03-03 21:32:00
4769,4,12,251.82,0.0,251.82,CARD,COMPLETED,2026-03-03 16:40:00
4770,4,13,297.78,29.78,268.0,CARD,COMPLETED,2026-03-03 17:10:00
4771,4,12,106.36,5.32,101.04,CARD,COMPLETED,2026-03-03 09:33:00
4772,4,12,51.67,0.0,51.67,WALLET,COMPLETED,2026-03-03 18:06:00
4773,4,12,388.58,38.86,349.72,CARD,COMPLETED,2026-03-03 14:45:00
4774,4,13,277.53,0.0,277.53,CASH,COMPLETED,2026-03-03 09:57:00
4775,5,16,31.93,3.19,28.74,CASH,COMPLETED,2026-03-03 12:47:00
4776,5,15,324.31,0.0,324.31,CASH,COMPLETED,2026-03-03 15:15:00
4777,5,16,473.82,47.38,426.44,CARD,COMPLETED,2026-03-03 15:11:00
4778,5,16,75.15,3.76,71.39,WALLET,COMPLETED,2026-03-03 18:26:00
4779,5,15,571.86,28.59,543.27,CASH,COMPLETED,2026-03-03 20:56:00
4780,5,16,264.18,0.0,264.18,CARD,VOIDED,2026-03-03 15:42:00
4781,5,16,101.23,0.0,101.23,CARD,COMPLETED,2026-03-03 13:46:00
4782,5,16,294.55,14.73,279.82,WALLET,COMPLETED,2026-03-03 17:00:00
4783,5,15,111.05,0.0,111.05,CASH,COMPLETED,2026-03-03 17:19:00
4784,5,15,99.59,9.96,89.63,CASH,VOIDED,2026-03-03 11:42:00
4785,5,15,571.7,57.17,514.53,CASH,COMPLETED,2026-03-03 16:11:00
4786,5,16,342.44,34.24,308.2,CARD,COMPLETED,2026-03-03 18:34:00
4787,5,16,491.28,0.0,491.28,CARD,COMPLETED,2026-03-03 09:38:00
4788,5,16,256.86,0.0,256.86,CASH,COMPLETED,2026-03-03 14:36:00
4789,5,15,219.12,0.0,219.12,CASH,COMPLETED,2026-03-03 21:48:00
4790,5,15,65.92,0.0,65.92,CARD,COMPLETED,2026-03-03 09:40:00
4791,5,16,263.09,0.0,263.09,CASH,COMPLETED,2026-03-03 12:10:00
4792,5,16,86.74,0.0,86.74,CARD,COMPLETED,2026-03-03 19:24:00
4793,5,16,511.82,25.59,486.23,CARD,COMPLETED,2026-03-03 10:17:00
4794,5,15,220.56,0.0,220.56,WALLET,COMPLETED,2026-03-03 18:14:00
4795,5,15,234.06,0.0,234.06,CASH,COMPLETED,2026-03-03 18:06:00
4796,5,15,139.57,13.96,125.61,CASH,COMPLETED,2026-03-03 14:02:00
4797,5,16,132.64,0.0,132.64,CASH,COMPLETED,2026-03-03 10:06:00
4798,5,16,378.08,0.0,378.08,CASH,COMPLETED,2026-03-03 10:49:00
4799,6,19,48.0,0.0,48.0,CASH,COMPLETED,2026-03-03 09:02:00
4800,6,18,120.75,0.0,120.75,CARD,COMPLETED,2026-03-03 10:52:00
4801,6,18,118.92,0.0,118.92,CARD,COMPLETED,2026-03-03 19:12:00
4802,6,19,475.62,0.0,475.62,CASH,COMPLETED,2026-03-03 21:49:00
4803,6,18,320.81,0.0,320.81,CASH,COMPLETED,2026-03-03 13:43:00
4804,6,18,543.63,0.0,543.63,CARD,COMPLETED,2026-03-03 18:01:00
4805,6,19,240.67,0.0,240.67,CASH,COMPLETED,2026-03-03 18:19:00
4806,6,19,586.18,0.0,586.18,CASH,COMPLETED,2026-03-03 18:35:00
4807,6,19,300.48,0.0,300.48,CASH,COMPLETED,2026-03-03 09:01:00
4808,6,18,541.19,27.06,514.13,CASH,COMPLETED,2026-03-03 10:48:00
4809,6,18,558.21,0.0,558.21,CARD,COMPLETED,2026-03-03 19:17:00
4810,6,19,458.78,0.0,458.78,CARD,COMPLETED,2026-03-03 13:41:00
4811,6,18,224.28,11.21,213.07,CARD,COMPLETED,2026-03-03 10:01:00
4812,6,19,505.1,25.26,479.84,CASH,COMPLETED,2026-03-03 17:19:00
4813,6,19,100.79,0.0,100.79,CASH,COMPLETED,2026-03-03 18:48:00
4814,6,19,183.55,0.0,183.55,CASH,COMPLETED,2026-03-03 13:26:00
4815,6,19,385.44,0.0,385.44,CASH,REFUNDED,2026-03-03 18:34:00
4816,6,18,275.2,0.0,275.2,CARD,COMPLETED,2026-03-03 15:53:00
4817,6,18,282.78,14.14,268.64,CASH,COMPLETED,2026-03-03 17:13:00
4818,6,19,441.67,44.17,397.5,CARD,COMPLETED,2026-03-03 18:48:00
4819,6,18,294.89,0.0,294.89,CASH,COMPLETED,2026-03-03 15:22:00
4820,6,18,305.9,0.0,305.9,CARD,COMPLETED,2026-03-03 16:32:00
4821,6,19,331.02,0.0,331.02,CASH,COMPLETED,2026-03-03 14:10:00
4822,6,18,66.72,6.67,60.05,WALLET,COMPLETED,2026-03-03 13:36:00
4823,6,19,53.24,0.0,53.24,CARD,COMPLETED,2026-03-03 16:03:00
4824,6,18,391.76,0.0,391.76,CASH,COMPLETED,2026-03-03 09:18:00
4825,6,19,365.31,18.27,347.04,CASH,COMPLETED,2026-03-03 11:48:00
4826,6,19,387.1,38.71,348.39,CARD,COMPLETED,2026-03-03 18:09:00
4827,6,19,539.21,53.92,485.29,CASH,REFUNDED,2026-03-03 20:30:00
4828,6,19,309.96,0.0,309.96,CASH,COMPLETED,2026-03-03 17:11:00
4829,6,19,430.77,0.0,430.77,CARD,COMPLETED,2026-03-03 20:26:00
4830,6,18,487.36,48.74,438.62,CARD,COMPLETED,2026-03-03 14:12:00
4831,6,18,532.51,26.63,505.88,CASH,COMPLETED,2026-03-03 13:50:00
4832,6,19,318.69,31.87,286.82,CARD,COMPLETED,2026-03-03 09:40:00
4833,6,18,508.93,0.0,508.93,CASH,COMPLETED,2026-03-03 11:23:00
4834,6,18,462.51,0.0,462.51,CARD,REFUNDED,2026-03-03 14:38:00
4835,6,19,569.37,0.0,569.37,CASH,COMPLETED,2026-03-03 16:58:00
4836,6,19,307.56,0.0,307.56,CASH,COMPLETED,2026-03-03 16:57:00
4837,6,18,191.22,0.0,191.22,CARD,COMPLETED,2026-03-03 09:17:00
4838,1,3,106.91,10.69,96.22,CARD,COMPLETED,2026-03-04 10:22:00
4839,1,4,514.68,51.47,463.21,CARD,COMPLETED,2026-03-04 14:10:00
4840,1,3,358.94,0.0,358.94,CASH,COMPLETED,2026-03-04 14:41:00
4841,1,3,157.03,15.7,141.33,CASH,COMPLETED,2026-03-04 18:29:00
4842,1,3,391.17,39.12,352.05,CASH,COMPLETED,2026-03-04 21:22:00
4843,1,4,280.66,0.0,280.66,CARD,COMPLETED,2026-03-04 17:10:00
4844,1,3,35.14,1.76,33.38,CASH,COMPLETED,2026-03-04 21:59:00
4845,1,4,268.68,0.0,268.68,WALLET,COMPLETED,2026-03-04 17:58:00
4846,1,3,334.93,0.0,334.93,CASH,COMPLETED,2026-03-04 09:11:00
4847,1,4,157.57,15.76,141.81,CARD,COMPLETED,2026-03-04 10:56:00
4848,1,4,521.9,0.0,521.9,CASH,COMPLETED,2026-03-04 11:14:00
4849,1,3,98.56,4.93,93.63,CASH,COMPLETED,2026-03-04 19:40:00
4850,1,3,202.37,0.0,202.37,CASH,COMPLETED,2026-03-04 20:48:00
4851,1,3,441.41,0.0,441.41,CASH,VOIDED,2026-03-04 15:13:00
4852,1,3,311.31,15.57,295.74,CASH,COMPLETED,2026-03-04 09:58:00
4853,1,4,33.88,1.69,32.19,CASH,COMPLETED,2026-03-04 18:19:00
4854,1,3,214.71,21.47,193.24,CARD,COMPLETED,2026-03-04 12:39:00
4855,1,3,136.03,0.0,136.03,CASH,COMPLETED,2026-03-04 13:50:00
4856,1,3,475.38,0.0,475.38,CASH,COMPLETED,2026-03-04 18:02:00
4857,1,4,56.64,0.0,56.64,CASH,COMPLETED,2026-03-04 12:39:00
4858,1,4,73.91,0.0,73.91,WALLET,COMPLETED,2026-03-04 18:28:00
4859,1,4,302.78,0.0,302.78,CASH,COMPLETED,2026-03-04 14:59:00
4860,1,4,214.8,21.48,193.32,CARD,COMPLETED,2026-03-04 20:47:00
4861,1,4,176.41,8.82,167.59,CASH,COMPLETED,2026-03-04 11:48:00
4862,1,3,295.32,0.0,295.32,CARD,COMPLETED,2026-03-04 16:36:00
4863,1,4,158.99,0.0,158.99,CASH,COMPLETED,2026-03-04 14:14:00
4864,1,3,204.92,0.0,204.92,CARD,COMPLETED,2026-03-04 18:59:00
4865,1,4,106.26,10.63,95.63,CASH,COMPLETED,2026-03-04 20:05:00
4866,1,4,419.28,0.0,419.28,CASH,COMPLETED,2026-03-04 10:59:00
4867,1,4,581.53,0.0,581.53,CASH,COMPLETED,2026-03-04 19:27:00
4868,2,7,288.88,0.0,288.88,CASH,COMPLETED,2026-03-04 21:16:00
4869,2,6,470.8,23.54,447.26,CARD,REFUNDED,2026-03-04 17:37:00
4870,2,7,277.3,0.0,277.3,WALLET,COMPLETED,2026-03-04 13:58:00
4871,2,6,440.81,22.04,418.77,WALLET,COMPLETED,2026-03-04 15:19:00
4872,2,7,62.03,6.2,55.83,CASH,COMPLETED,2026-03-04 09:50:00
4873,2,7,140.7,0.0,140.7,WALLET,COMPLETED,2026-03-04 20:39:00
4874,2,6,109.9,10.99,98.91,CASH,COMPLETED,2026-03-04 21:08:00
4875,2,6,442.48,44.25,398.23,CASH,COMPLETED,2026-03-04 19:49:00
4876,2,6,398.43,0.0,398.43,CASH,COMPLETED,2026-03-04 19:00:00
4877,2,6,99.45,9.95,89.5,WALLET,COMPLETED,2026-03-04 14:42:00
4878,2,7,231.16,0.0,231.16,CASH,COMPLETED,2026-03-04 11:35:00
4879,2,6,273.79,0.0,273.79,CARD,COMPLETED,2026-03-04 12:11:00
4880,2,7,95.95,0.0,95.95,WALLET,COMPLETED,2026-03-04 10:08:00
4881,2,7,359.1,35.91,323.19,CARD,COMPLETED,2026-03-04 11:03:00
4882,2,7,268.21,26.82,241.39,CASH,COMPLETED,2026-03-04 20:31:00
4883,2,6,216.24,0.0,216.24,CARD,COMPLETED,2026-03-04 14:44:00
4884,2,6,503.0,0.0,503.0,CASH,COMPLETED,2026-03-04 09:28:00
4885,2,6,76.65,0.0,76.65,CASH,COMPLETED,2026-03-04 14:07:00
4886,2,7,443.96,22.2,421.76,WALLET,COMPLETED,2026-03-04 20:45:00
4887,2,7,449.23,0.0,449.23,CASH,COMPLETED,2026-03-04 16:38:00
4888,2,7,251.37,0.0,251.37,CARD,COMPLETED,2026-03-04 09:46:00
4889,2,7,116.31,0.0,116.31,CASH,COMPLETED,2026-03-04 20:48:00
4890,2,7,198.09,0.0,198.09,CASH,COMPLETED,2026-03-04 13:56:00
4891,2,7,565.96,0.0,565.96,CARD,COMPLETED,2026-03-04 20:30:00
4892,2,7,468.76,0.0,468.76,CASH,COMPLETED,2026-03-04 13:54:00
4893,2,7,149.07,0.0,149.07,CASH,COMPLETED,2026-03-04 14:26:00
4894,2,6,563.5,0.0,563.5,CASH,COMPLETED,2026-03-04 16:23:00
4895,2,6,99.74,0.0,99.74,CASH,COMPLETED,2026-03-04 10:57:00
4896,2,7,62.38,0.0,62.38,CASH,COMPLETED,2026-03-04 20:39:00
4897,2,6,228.18,11.41,216.77,CASH,COMPLETED,2026-03-04 21:04:00
4898,2,6,401.84,0.0,401.84,WALLET,COMPLETED,2026-03-04 14:18:00
4899,2,7,98.58,0.0,98.58,CARD,COMPLETED,2026-03-04 18:26:00
4900,2,6,125.62,0.0,125.62,CASH,COMPLETED,2026-03-04 18:52:00
4901,3,9,205.99,0.0,205.99,CASH,COMPLETED,2026-03-04 13:44:00
4902,3,9,299.95,0.0,299.95,CASH,COMPLETED,2026-03-04 21:43:00
4903,3,9,70.7,0.0,70.7,CARD,COMPLETED,2026-03-04 12:55:00
4904,3,9,77.16,0.0,77.16,CARD,COMPLETED,2026-03-04 18:16:00
4905,3,10,289.0,0.0,289.0,CARD,COMPLETED,2026-03-04 11:02:00
4906,3,10,320.45,0.0,320.45,CASH,COMPLETED,2026-03-04 09:29:00
4907,3,10,513.59,51.36,462.23,CASH,COMPLETED,2026-03-04 16:30:00
4908,3,10,319.45,15.97,303.48,CASH,COMPLETED,2026-03-04 15:01:00
4909,3,9,572.18,57.22,514.96,CASH,COMPLETED,2026-03-04 19:24:00
4910,3,9,500.82,50.08,450.74,CARD,COMPLETED,2026-03-04 19:39:00
4911,3,9,363.72,0.0,363.72,CARD,COMPLETED,2026-03-04 21:54:00
4912,3,9,390.93,39.09,351.84,CASH,COMPLETED,2026-03-04 17:51:00
4913,3,10,385.76,0.0,385.76,CASH,COMPLETED,2026-03-04 19:26:00
4914,3,10,212.93,21.29,191.64,WALLET,COMPLETED,2026-03-04 16:16:00
4915,3,10,35.23,0.0,35.23,CARD,VOIDED,2026-03-04 14:02:00
4916,3,9,374.75,37.48,337.27,CASH,COMPLETED,2026-03-04 12:59:00
4917,3,10,191.32,0.0,191.32,CASH,COMPLETED,2026-03-04 21:17:00
4918,3,9,334.14,33.41,300.73,CASH,COMPLETED,2026-03-04 09:23:00
4919,3,9,208.63,0.0,208.63,CASH,COMPLETED,2026-03-04 18:54:00
4920,3,10,93.22,0.0,93.22,CARD,COMPLETED,2026-03-04 13:39:00
4921,4,12,287.86,0.0,287.86,CASH,COMPLETED,2026-03-04 10:40:00
4922,4,12,354.02,0.0,354.02,CASH,COMPLETED,2026-03-04 13:47:00
4923,4,12,509.34,0.0,509.34,CASH,COMPLETED,2026-03-04 20:02:00
4924,4,13,461.73,0.0,461.73,CASH,COMPLETED,2026-03-04 18:08:00
4925,4,12,281.48,0.0,281.48,CASH,COMPLETED,2026-03-04 21:42:00
4926,4,13,132.35,13.23,119.12,CASH,COMPLETED,2026-03-04 13:52:00
4927,4,13,207.26,0.0,207.26,CARD,COMPLETED,2026-03-04 17:19:00
4928,4,12,333.49,16.67,316.82,CARD,COMPLETED,2026-03-04 13:51:00
4929,4,13,498.08,0.0,498.08,WALLET,COMPLETED,2026-03-04 09:56:00
4930,4,13,243.37,0.0,243.37,CASH,COMPLETED,2026-03-04 09:52:00
4931,4,12,405.08,40.51,364.57,WALLET,COMPLETED,2026-03-04 21:19:00
4932,4,12,178.16,0.0,178.16,CASH,REFUNDED,2026-03-04 18:49:00
4933,4,12,586.12,0.0,586.12,CARD,VOIDED,2026-03-04 16:51:00
4934,4,12,434.4,0.0,434.4,CASH,COMPLETED,2026-03-04 12:00:00
4935,4,12,446.51,0.0,446.51,WALLET,COMPLETED,2026-03-04 09:20:00
4936,4,13,479.42,0.0,479.42,CARD,COMPLETED,2026-03-04 14:35:00
4937,4,13,494.46,0.0,494.46,CASH,COMPLETED,2026-03-04 11:09:00
4938,4,13,503.71,0.0,503.71,CASH,COMPLETED,2026-03-04 09:29:00
4939,4,13,69.71,6.97,62.74,CASH,COMPLETED,2026-03-04 18:41:00
4940,4,12,255.97,25.6,230.37,CASH,COMPLETED,2026-03-04 13:18:00
4941,4,12,184.19,0.0,184.19,CASH,COMPLETED,2026-03-04 21:24:00
4942,4,13,303.78,30.38,273.4,CASH,COMPLETED,2026-03-04 15:34:00
4943,4,13,68.9,0.0,68.9,CARD,COMPLETED,2026-03-04 13:11:00
4944,4,13,409.88,0.0,409.88,CASH,COMPLETED,2026-03-04 10:27:00
4945,4,12,525.01,0.0,525.01,CASH,COMPLETED,2026-03-04 21:23:00
4946,5,15,539.73,26.99,512.74,CARD,COMPLETED,2026-03-04 16:00:00
4947,5,16,166.79,0.0,166.79,CARD,COMPLETED,2026-03-04 12:45:00
4948,5,15,595.96,0.0,595.96,CASH,REFUNDED,2026-03-04 19:09:00
4949,5,16,35.32,0.0,35.32,CASH,REFUNDED,2026-03-04 12:20:00
4950,5,15,548.1,0.0,548.1,CASH,COMPLETED,2026-03-04 16:35:00
4951,5,15,411.63,41.16,370.47,CASH,COMPLETED,2026-03-04 17:01:00
4952,5,15,556.23,55.62,500.61,CASH,COMPLETED,2026-03-04 09:42:00
4953,5,16,34.07,0.0,34.07,CASH,COMPLETED,2026-03-04 15:45:00
4954,5,16,207.22,10.36,196.86,CASH,COMPLETED,2026-03-04 16:31:00
4955,5,15,31.01,0.0,31.01,CARD,COMPLETED,2026-03-04 10:42:00
4956,5,15,168.71,0.0,168.71,CASH,COMPLETED,2026-03-04 14:26:00
4957,5,16,580.43,0.0,580.43,CASH,COMPLETED,2026-03-04 20:31:00
4958,5,15,271.09,13.55,257.54,CARD,COMPLETED,2026-03-04 13:43:00
4959,5,15,40.09,0.0,40.09,CARD,COMPLETED,2026-03-04 19:16:00
4960,5,15,486.74,24.34,462.4,CASH,COMPLETED,2026-03-04 19:58:00
4961,5,16,556.36,0.0,556.36,CASH,VOIDED,2026-03-04 15:58:00
4962,5,16,273.78,0.0,273.78,CASH,COMPLETED,2026-03-04 19:40:00
4963,5,15,193.26,19.33,173.93,CASH,COMPLETED,2026-03-04 20:57:00
4964,5,15,422.36,42.24,380.12,CASH,COMPLETED,2026-03-04 12:20:00
4965,5,16,382.81,0.0,382.81,CASH,COMPLETED,2026-03-04 13:36:00
4966,5,16,467.83,46.78,421.05,CASH,COMPLETED,2026-03-04 21:02:00
4967,5,15,204.49,0.0,204.49,CASH,COMPLETED,2026-03-04 16:33:00
4968,6,18,168.81,8.44,160.37,CASH,VOIDED,2026-03-04 13:03:00
4969,6,19,169.0,0.0,169.0,CASH,COMPLETED,2026-03-04 15:11:00
4970,6,18,514.86,0.0,514.86,CARD,COMPLETED,2026-03-04 17:12:00
4971,6,18,350.15,0.0,350.15,CARD,COMPLETED,2026-03-04 16:30:00
4972,6,19,98.91,4.95,93.96,CASH,VOIDED,2026-03-04 12:02:00
4973,6,18,449.32,0.0,449.32,CASH,COMPLETED,2026-03-04 09:00:00
4974,6,18,243.5,24.35,219.15,CASH,COMPLETED,2026-03-04 14:29:00
4975,6,18,422.73,0.0,422.73,CARD,COMPLETED,2026-03-04 17:18:00
4976,6,19,474.22,23.71,450.51,CASH,COMPLETED,2026-03-04 12:01:00
4977,6,19,134.42,13.44,120.98,CARD,COMPLETED,2026-03-04 17:18:00
4978,6,19,135.06,0.0,135.06,CASH,COMPLETED,2026-03-04 10:52:00
4979,6,19,162.44,16.24,146.2,CASH,COMPLETED,2026-03-04 14:47:00
4980,6,18,449.71,0.0,449.71,CASH,COMPLETED,2026-03-04 10:07:00
4981,6,18,305.67,0.0,305.67,CASH,COMPLETED,2026-03-04 16:09:00
4982,6,19,399.5,0.0,399.5,CASH,COMPLETED,2026-03-04 16:34:00
4983,6,19,565.49,0.0,565.49,WALLET,COMPLETED,2026-03-04 21:17:00
4984,6,19,358.78,0.0,358.78,CASH,COMPLETED,2026-03-04 18:10:00
4985,6,18,293.4,14.67,278.73,WALLET,COMPLETED,2026-03-04 13:49:00
4986,6,19,326.17,16.31,309.86,CASH,COMPLETED,2026-03-04 20:33:00
4987,6,19,250.96,12.55,238.41,CARD,COMPLETED,2026-03-04 13:28:00
4988,6,19,338.07,33.81,304.26,CASH,COMPLETED,2026-03-04 11:38:00
4989,6,19,408.1,0.0,408.1,CASH,COMPLETED,2026-03-04 20:31:00
4990,6,18,164.02,0.0,164.02,CASH,COMPLETED,2026-03-04 19:47:00
4991,6,18,96.33,0.0,96.33,CARD,COMPLETED,2026-03-04 09:40:00
4992,6,18,159.78,0.0,159.78,CASH,COMPLETED,2026-03-04 09:55:00
4993,6,18,275.47,27.55,247.92,CASH,COMPLETED,2026-03-04 18:27:00
4994,1,3,457.64,0.0,457.64,CARD,COMPLETED,2026-03-05 19:35:00
4995,1,3,228.79,0.0,228.79,CASH,COMPLETED,2026-03-05 19:44:00
4996,1,3,308.67,0.0,308.67,CARD,VOIDED,2026-03-05 20:50:00
4997,1,3,569.6,0.0,569.6,CASH,COMPLETED,2026-03-05 19:36:00
4998,1,3,395.6,39.56,356.04,CARD,COMPLETED,2026-03-05 10:02:00
4999,1,4,354.19,35.42,318.77,CARD,COMPLETED,2026-03-05 21:30:00
5000,1,4,340.82,0.0,340.82,CASH,COMPLETED,2026-03-05 18:06:00
5001,1,3,188.76,0.0,188.76,CARD,COMPLETED,2026-03-05 14:39:00
5002,1,3,143.39,0.0,143.39,WALLET,COMPLETED,2026-03-05 19:58:00
5003,1,4,210.29,0.0,210.29,CASH,COMPLETED,2026-03-05 15:56:00
5004,1,3,299.16,0.0,299.16,CASH,COMPLETED,2026-03-05 18:43:00
5005,1,4,534.98,0.0,534.98,CASH,REFUNDED,2026-03-05 21:07:00
5006,1,3,547.13,0.0,547.13,WALLET,COMPLETED,2026-03-05 11:18:00
5007,1,3,277.63,0.0,277.63,CASH,COMPLETED,2026-03-05 09:22:00
5008,1,3,278.82,0.0,278.82,CARD,COMPLETED,2026-03-05 18:03:00
5009,1,3,466.26,0.0,466.26,CASH,COMPLETED,2026-03-05 18:52:00
5010,1,4,125.74,0.0,125.74,CASH,REFUNDED,2026-03-05 17:41:00
5011,1,3,113.25,0.0,113.25,CASH,COMPLETED,2026-03-05 11:24:00
5012,1,4,452.73,45.27,407.46,CASH,COMPLETED,2026-03-05 10:54:00
5013,1,4,563.02,0.0,563.02,CARD,COMPLETED,2026-03-05 12:38:00
5014,1,3,488.84,48.88,439.96,CASH,COMPLETED,2026-03-05 09:52:00
5015,1,3,91.58,0.0,91.58,CASH,COMPLETED,2026-03-05 21:54:00
5016,1,4,562.14,0.0,562.14,CASH,COMPLETED,2026-03-05 20:44:00
5017,1,3,488.36,0.0,488.36,WALLET,COMPLETED,2026-03-05 12:06:00
5018,2,7,200.12,0.0,200.12,CASH,COMPLETED,2026-03-05 16:26:00
5019,2,6,111.46,0.0,111.46,CARD,COMPLETED,2026-03-05 14:47:00
5020,2,7,114.44,0.0,114.44,CASH,COMPLETED,2026-03-05 12:48:00
5021,2,6,392.57,0.0,392.57,CASH,COMPLETED,2026-03-05 13:32:00
5022,2,6,381.87,38.19,343.68,WALLET,COMPLETED,2026-03-05 09:23:00
5023,2,7,358.56,0.0,358.56,CASH,COMPLETED,2026-03-05 16:00:00
5024,2,7,55.38,5.54,49.84,CARD,COMPLETED,2026-03-05 15:46:00
5025,2,7,383.39,0.0,383.39,CARD,COMPLETED,2026-03-05 18:33:00
5026,2,7,110.42,0.0,110.42,CARD,COMPLETED,2026-03-05 11:15:00
5027,2,7,57.38,0.0,57.38,CARD,COMPLETED,2026-03-05 20:59:00
5028,2,6,87.72,0.0,87.72,CASH,COMPLETED,2026-03-05 17:38:00
5029,2,6,291.31,29.13,262.18,CASH,COMPLETED,2026-03-05 15:36:00
5030,2,6,257.82,12.89,244.93,CASH,COMPLETED,2026-03-05 10:25:00
5031,2,7,133.26,0.0,133.26,CASH,COMPLETED,2026-03-05 19:15:00
5032,2,6,466.15,46.62,419.53,CARD,COMPLETED,2026-03-05 12:24:00
5033,2,7,70.56,0.0,70.56,WALLET,COMPLETED,2026-03-05 09:30:00
5034,2,6,489.75,0.0,489.75,CASH,COMPLETED,2026-03-05 10:17:00
5035,2,6,184.15,18.42,165.73,CASH,COMPLETED,2026-03-05 20:13:00
5036,2,7,82.98,0.0,82.98,CARD,COMPLETED,2026-03-05 13:38:00
5037,2,7,58.39,5.84,52.55,CASH,COMPLETED,2026-03-05 11:07:00
5038,2,6,143.63,0.0,143.63,WALLET,COMPLETED,2026-03-05 14:21:00
5039,2,6,277.63,0.0,277.63,CARD,REFUNDED,2026-03-05 13:27:00
5040,2,7,476.37,0.0,476.37,CASH,COMPLETED,2026-03-05 10:05:00
5041,2,7,82.7,0.0,82.7,CARD,COMPLETED,2026-03-05 15:46:00
5042,2,6,243.71,0.0,243.71,CARD,COMPLETED,2026-03-05 21:44:00
5043,2,6,390.6,0.0,390.6,CARD,COMPLETED,2026-03-05 20:25:00
5044,2,7,101.04,5.05,95.99,CARD,COMPLETED,2026-03-05 18:40:00
5045,2,6,40.83,2.04,38.79,CASH,COMPLETED,2026-03-05 17:23:00
5046,3,10,464.12,0.0,464.12,CARD,COMPLETED,2026-03-05 12:15:00
5047,3,10,219.86,0.0,219.86,CASH,COMPLETED,2026-03-05 14:09:00
5048,3,10,335.63,33.56,302.07,CASH,COMPLETED,2026-03-05 16:41:00
5049,3,10,597.18,0.0,597.18,CARD,COMPLETED,2026-03-05 17:08:00
5050,3,10,233.63,0.0,233.63,CASH,COMPLETED,2026-03-05 19:00:00
5051,3,10,166.99,0.0,166.99,CARD,COMPLETED,2026-03-05 13:30:00
5052,3,9,188.26,18.83,169.43,CASH,COMPLETED,2026-03-05 12:09:00
5053,3,9,293.25,14.66,278.59,WALLET,COMPLETED,2026-03-05 16:46:00
5054,3,10,243.62,0.0,243.62,WALLET,COMPLETED,2026-03-05 12:43:00
5055,3,9,578.51,0.0,578.51,CARD,COMPLETED,2026-03-05 11:20:00
5056,3,10,590.56,0.0,590.56,CARD,COMPLETED,2026-03-05 14:16:00
5057,3,10,171.65,0.0,171.65,CARD,VOIDED,2026-03-05 19:06:00
5058,3,9,505.76,25.29,480.47,CASH,COMPLETED,2026-03-05 18:22:00
5059,3,10,531.87,0.0,531.87,CASH,COMPLETED,2026-03-05 09:18:00
5060,3,9,171.94,0.0,171.94,CASH,COMPLETED,2026-03-05 21:33:00
5061,3,10,151.67,0.0,151.67,CASH,COMPLETED,2026-03-05 20:47:00
5062,3,9,191.32,0.0,191.32,CARD,COMPLETED,2026-03-05 21:27:00
5063,3,10,481.98,24.1,457.88,CASH,COMPLETED,2026-03-05 19:04:00
5064,3,10,572.43,57.24,515.19,CASH,COMPLETED,2026-03-05 13:40:00
5065,3,10,174.19,17.42,156.77,CASH,COMPLETED,2026-03-05 20:58:00
5066,3,10,330.97,0.0,330.97,CASH,COMPLETED,2026-03-05 16:47:00
5067,3,9,423.62,0.0,423.62,CASH,REFUNDED,2026-03-05 11:41:00
5068,3,10,447.01,22.35,424.66,CASH,COMPLETED,2026-03-05 12:12:00
5069,3,10,404.68,0.0,404.68,CARD,COMPLETED,2026-03-05 13:29:00
5070,3,9,291.61,0.0,291.61,WALLET,VOIDED,2026-03-05 13:10:00
5071,3,9,453.6,22.68,430.92,CARD,COMPLETED,2026-03-05 14:56:00
5072,3,10,339.81,0.0,339.81,WALLET,COMPLETED,2026-03-05 12:52:00
5073,3,9,31.84,3.18,28.66,CASH,COMPLETED,2026-03-05 15:34:00
5074,3,10,506.56,25.33,481.23,CASH,COMPLETED,2026-03-05 11:11:00
5075,3,10,481.58,0.0,481.58,CARD,COMPLETED,2026-03-05 09:25:00
